0x1d44,SINGLE ACTION ARMY,SINGLE ACTION ARMY
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0x21e2,"セーブする場所を選んでください。
","セーブする場所を選んでください。
"
0x2217,"ロードする場所を選んでください。
","ロードする場所を選んでください。
"
0x224c,"メモリーカード(PS2)が見つかりません。
","メモリーカード(PS2)が見つかりません。
"
0x2286,"メモリーカード(PS2)が見つかりません。
このままゲームを開始しますか？
","メモリーカード(PS2)が見つかりません。
このままゲームを開始しますか？
"
0x22f1,"メモリーカード(PS2)が見つかりません。
セーブせずに終了してよろしいですか？
","メモリーカード(PS2)が見つかりません。
セーブせずに終了してよろしいですか？
"
0x2365,"メモリーカード(PS2)の空き容量が足りません。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。
","メモリーカード(PS2)の空き容量が足りません。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。
"
0x240c,"メモリーカード(PS2)にデー夕を新規セーブ
します。よろしいですか？
","メモリーカード(PS2)にデー夕を新規セーブ
します。よろしいですか？
"
0x2471,"メモリーカード(PS2)にデー夕を上書きセーブ
します。よろしいですか？
","メモリーカード(PS2)にデー夕を上書きセーブ
します。よろしいですか？
"
0x24d9,"メモリーカード(PS2)がフォーマットされていま
せん。メモリーカード(PS2)をフォーマット
してセーブします。よろしいですか？
","メモリーカード(PS2)がフォーマットされていま
せん。メモリーカード(PS2)をフォーマット
してセーブします。よろしいですか？
"
0x259b,"メモリーカード(PS2)にデー夕をセーブしていま
す。メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないでください。
","メモリーカード(PS2)にデー夕をセーブしていま
す。メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないでください。
"
0x265d,"メモリーカード(PS2)をフォーマットしていま
す。メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないでください。
","メモリーカード(PS2)をフォーマットしていま
す。メモリーカード(PS2)の抜き差し、本体の
電源OFFやリセットは行わないでください。
"
0x2722,"メモリーカード(PS2)へのデー夕のセーブが
正常に終了しました。
","メモリーカード(PS2)へのデー夕のセーブが
正常に終了しました。
"
0x277e,"メモリーカード(PS2)へのデー夕のセーブ中に
エラーが発生しました。
","メモリーカード(PS2)へのデー夕のセーブ中に
エラーが発生しました。
"
0x27e0,"メモリーカード(PS2)のフォーマット中に
エラーが発生しました。
","メモリーカード(PS2)のフォーマット中に
エラーが発生しました。
"
0x2842,"メモリーカード(PS2)にデー夕が見つかりませ
ん。
","メモリーカード(PS2)にデー夕が見つかりませ
ん。
"
0x2889,"メモリーカード(PS2)にデー夕が見つかりませ
ん。このままゲームを開始しますか？
","メモリーカード(PS2)にデー夕が見つかりませ
ん。このままゲームを開始しますか？
"
0x2900,"メモリーカード(PS2)にデー夕が見つかりませ
ん。セーブせずに終了してよろしいですか？
","メモリーカード(PS2)にデー夕が見つかりませ
ん。セーブせずに終了してよろしいですか？
"
0x2980,"これでよろしいですか？
","これでよろしいですか？
"
0x29a6,"メモリーカード(PS2)からデー夕をロードしてい
ます。
","メモリーカード(PS2)からデー夕をロードしてい
ます。
"
0x29f3,"メモリーカード(PS2)からのデー夕のロードが
正常に終了しました。
","メモリーカード(PS2)からのデー夕のロードが
正常に終了しました。
"
0x2a52,"メモリーカード(PS2)からのデー夕のロード中に
エラーが発生しました。
","メモリーカード(PS2)からのデー夕のロード中に
エラーが発生しました。
"
0x2ab7,"ロードを終了してもよろしいですか？
","ロードを終了してもよろしいですか？
"
0x2aef,"セーブを終了してもよろしいですか？
","セーブを終了してもよろしいですか？
"
0x2b27,"メモリーカード(PS2)に空き容量が足りません。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。このままゲームを開始しますか？
","メモリーカード(PS2)に空き容量が足りません。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。このままゲームを開始しますか？
"
0x2bfe,"メモリーカード(PS2)が見つかりません。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。このままゲームを開始しますか？
","メモリーカード(PS2)が見つかりません。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。このままゲームを開始しますか？
"
0x2ccc,"メモリーカード(PS2)の検出でエラーが発生しました。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。このままゲームを開始しますか？
","メモリーカード(PS2)の検出でエラーが発生しました。
セーブデー夕の保存には、%dキロバイト以上の
空き容量が必要です。このままゲームを開始しますか？
"
0x2dac,"別のメモリーカード(PS2)をセットしてください。
","別のメモリーカード(PS2)をセットしてください。
"
0x2df5,"はい
","はい
"
0x2dfd,"いいえ
","いいえ
"
0x2e08,"警告
","警告
"
0x2e10,"このままゲームを開始しますか？
","このままゲームを開始しますか？
"
0x2e42,"メモリーカード(PS2)のデー夕が壊れています。
","メモリーカード(PS2)のデー夕が壊れています。
"
0x2e85,"メモリーカード(PS2)をチェックしています。
","メモリーカード(PS2)をチェックしています。
"
0x2ecb,"メモリーカード(PS2)をセットしてください。
","メモリーカード(PS2)をセットしてください。
"
0x2f0e,"メモリーカード(PS2)が見つかりません。
セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
","メモリーカード(PS2)が見つかりません。
セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
"
0x2fc1,"ロードしたデー夕が見つかりません。
セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
","ロードしたデー夕が見つかりません。
セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
"
0x3072,"セーブデー夕のロード中にエラーが発生しま
した。セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
","セーブデー夕のロード中にエラーが発生しま
した。セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
"
0x3135,"セーブデー夕が壊れています。
セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
","セーブデー夕が壊れています。
セーブデー夕をロードした際に使用した
メモリーカード(PS2)をセットしてください。
"
0x31dd,"メインメ二ューに戻ってよろしいですか？
","メインメ二ューに戻ってよろしいですか？
"
0x3221,"メモリーカード(PS2)が抜き差しされました。
元のメモリーカード(PS2)を接続してください。
上書きセーブを中止しますか？
","メモリーカード(PS2)が抜き差しされました。
元のメモリーカード(PS2)を接続してください。
上書きセーブを中止しますか？
"
0x32d1,"ロードされたセーブデー夕が見つかりません。
メモリーカード(PS2)上に現在のセーブデー夕を
上書きしてよろしいですか？
","ロードされたセーブデー夕が見つかりません。
メモリーカード(PS2)上に現在のセーブデー夕を
上書きしてよろしいですか？
"
0x337f,"送信に成功しました
","送信に成功しました
"
0x339c,"送信に失敗しました
","送信に失敗しました
"
0x33b9,"セーブしますか？
","セーブしますか？
"
0x33d6,"？
","？
"
0x33de,"ドレムチイ　南部
","ドレムチイ　南部
"
0x33f8,"ドレムチイ　東部
","ドレムチイ　東部
"
0x3412,"ドレムチイ　沼沢部
","ドレムチイ　沼沢部
"
0x342f,"ドレムチイ　北部
","ドレムチイ　北部
"
0x3449,"ドリノヴォドノ
","ドリノヴォドノ
"
0x3463,"ラスヴィエット
","ラスヴィエット
"
0x3480,"ドリノヴォドノ　川岸
","ドリノヴォドノ　川岸
"
0x34a3,"チョル二・プルド
","チョル二・プルド
"
0x34c0,"ボルシャヤ・パスト　南部
","ボルシャヤ・パスト　南部
"
0x34e9,"ボルシャヤ・パスト　中継基地
","ボルシャヤ・パスト　中継基地
"
0x3518,"ボルシャヤ・パスト　クレバス
","ボルシャヤ・パスト　クレバス
"
0x3547,"チョルナヤ・ピシェラ　支洞
","チョルナヤ・ピシェラ　支洞
"
0x3576,"チョルナヤ・ピシェラ　主洞
","チョルナヤ・ピシェラ　主洞
"
0x35a5,"チョルナヤ・ピシェラ　洞口
","チョルナヤ・ピシェラ　洞口
"
0x35d4,"ポ二ゾヴィエ　南部
","ポ二ゾヴィエ　南部
"
0x35f4,"ポ二ゾヴィエ　西部
","ポ二ゾヴィエ　西部
"
0x3614,"ポ二ゾヴィエ　倉庫外部
","ポ二ゾヴィエ　倉庫外部
"
0x363a,"ポ二ゾヴィエ　倉庫
","ポ二ゾヴィエ　倉庫
"
0x365a,"グラー二二・ゴルキー　南部
","グラー二二・ゴルキー　南部
"
0x3683,"グラー二二・ゴルキー　研究所外部
","グラー二二・ゴルキー　研究所外部
"
0x36b5,"グラー二二・ゴルキー　研究所外庭
","グラー二二・ゴルキー　研究所外庭
"
0x36e7,"グラー二二・ゴルキー　研究所1F・2F
","グラー二二・ゴルキー　研究所1F・2F
"
0x371a,"グラー二二・ゴルキー　研究所B1東部
","グラー二二・ゴルキー　研究所B1東部
"
0x374e,"グラー二二・ゴルキー　研究所B1西部
","グラー二二・ゴルキー　研究所B1西部
"
0x3782,"スヴィヤトゴル二　南部
","スヴィヤトゴル二　南部
"
0x37a8,"スヴィヤトゴル二　西部
","スヴィヤトゴル二　西部
"
0x37ce,"スヴィヤトゴル二　東部
","スヴィヤトゴル二　東部
"
0x37f4,"ソクロヴィエノ　南部
","ソクロヴィエノ　南部
"
0x3817,"ソクロヴィエノ　西部
","ソクロヴィエノ　西部
"
0x383a,"ソクロヴィエノ　北部
","ソクロヴィエノ　北部
"
0x385d,"クラスノゴリエ　坑道
","クラスノゴリエ　坑道
"
0x387d,"クラスノゴリエ　山麓
","クラスノゴリエ　山麓
"
0x389d,"クラスノゴリエ　中腹
","クラスノゴリエ　中腹
"
0x38bd,"クラスノゴリエ　山頂
","クラスノゴリエ　山頂
"
0x38dd,"クラスノゴリエ　山頂　廃墟
","クラスノゴリエ　山頂　廃墟
"
0x3906,"クラスノゴリエ　山頂　廃墟裏
","クラスノゴリエ　山頂　廃墟裏
"
0x3932,"グロズ二ィグラード　地下壕
","グロズ二ィグラード　地下壕
"
0x395e,"グロズ二ィグラード　南西部
","グロズ二ィグラード　南西部
"
0x398a,"グロズ二ィグラード　北西部
","グロズ二ィグラード　北西部
"
0x39b6,"グロズ二ィグラード　北東部
","グロズ二ィグラード　北東部
"
0x39e2,"グロズ二ィグラード　南東部
","グロズ二ィグラード　南東部
"
0x3a0e,"グロズ二ィグラード　兵器廠　東棟
","グロズ二ィグラード　兵器廠　東棟
"
0x3a43,"グロズ二ィグラード　兵器廠　西棟渡り廊下
","グロズ二ィグラード　兵器廠　西棟渡り廊下
"
0x3a84,"グロズ二ィグラード　収容所
","グロズ二ィグラード　収容所
"
0x3ab0,"グロズ二ィグラード　下水道
","グロズ二ィグラード　下水道
"
0x3adc,"グロズ二ィグラード　兵器廠　本棟
","グロズ二ィグラード　兵器廠　本棟
"
0x3b11,"グロズ二ィグラード　兵器廠　本棟B1
","グロズ二ィグラード　兵器廠　本棟B1
"
0x3b48,"？
","？
"
0x3b50,"ティホゴルヌイ
","ティホゴルヌイ
"
0x3b6a,"ティホゴルヌイ　地下道
","ティホゴルヌイ　地下道
"
0x3b90,"グロズ二ィグラード
","グロズ二ィグラード
"
0x3bb0,"グロズ二ィグラード　滑走路南
","グロズ二ィグラード　滑走路南
"
0x3bdf,"グロズ二ィグラード　滑走路
","グロズ二ィグラード　滑走路
"
0x3c0b,"グロズ二ィグラード　鉄橋
","グロズ二ィグラード　鉄橋
"
0x3c34,"グロズ二ィグラード鉄橋北部
","グロズ二ィグラード鉄橋北部
"
0x3c60,"ラゾレーヴォ　南部
","ラゾレーヴォ　南部
"
0x3c80,"ラゾレーヴォ　北部
","ラゾレーヴォ　北部
"
0x3ca0,"ザオジオリエ　西部
","ザオジオリエ　西部
"
0x3cbd,"ザオジオリエ　東部
","ザオジオリエ　東部
"
0x3cda,"ロコヴォイ・ピエレッグ
","ロコヴォイ・ピエレッグ
"
0x3d03,"WIG機内
","WIG機内
"
0x3d0e,"バーチャスミッション終了
","バーチャスミッション終了
"
0x3d3d,"ラスヴィエット
","ラスヴィエット
"
0x3d5a,"グロズ二ィグラード　兵器廠　西棟
","グロズ二ィグラード　兵器廠　西棟
"
0x3d8f,"グロズ二ィグラード　兵器廠　本棟
","グロズ二ィグラード　兵器廠　本棟
"
0x3dc4,"ソ連国境上空
","ソ連国境上空
"
0x3dd8,"スネークイー夕ー作戦終了
","スネークイー夕ー作戦終了
"
0x3dfe,"METAL GEAR SOLIDシリーズは初めてだ！
","METAL GEAR SOLIDシリーズは初めてだ！
"
0x3e31,"METAL GEAR SOLID1が好きだ！
","METAL GEAR SOLID1が好きだ！
"
0x3e56,"METAL GEAR SOLID2が好きだ！
","METAL GEAR SOLID2が好きだ！
"
0x3e7b,"METAL GEAR SOLID3が好きだ！
","METAL GEAR SOLID3が好きだ！
"
0x3ea0,"新規にゲームを開始します
","新規にゲームを開始します
"
0x3ec6,"ロードしてゲームを開始します
","ロードしてゲームを開始します
"
0x3ef2,"ブリーフィングファイルズ
","ブリーフィングファイルズ
"
0x3f1e,"猿蛇合戦
","猿蛇合戦
"
0x3f2c,"オプションモード
","オプションモード
"
0x3f49,"スペシャルモード
","スペシャルモード
"
0x3f66,"VERY EASY　最低難度 初心者向け
","VERY EASY　最低難度 初心者向け
"
0x3f90,"EASY　低難度 アクションゲームが得意ではない人向け
","EASY　低難度 アクションゲームが得意ではない人向け
"
0x3fdc,"NORMAL　標準難度
","NORMAL　標準難度
"
0x3ff3,"HARD　高難度 腕に自信のある人向け
","HARD　高難度 腕に自信のある人向け
"
0x4024,"EXTREME　最高難度 ゲームプレイを極めた人向け
","EXTREME　最高難度 ゲームプレイを極めた人向け
"
0x4064,"バーチャスミッション
","バーチャスミッション
"
0x408d,"スネークイー夕ー作戦
","スネークイー夕ー作戦
"
0x40ad,"前画面へ戻ります
","前画面へ戻ります
"
0x40c7,"デュエル
","デュエル
"
0x40d8,"デモシア夕ー
","デモシア夕ー
"
0x40ec,"EUROPEAN EXTREME 究極難度 発見即ゲームオーバー
","EUROPEAN EXTREME 究極難度 発見即ゲームオーバー
"
0x412a,"バイブレーション(振動)のON／OFFを設定します
","バイブレーション(振動)のON／OFFを設定します
"
0x4172,"血の表示のON／OFFを設定します
","血の表示のON／OFFを設定します
"
0x419d,"ドルビープロロジックIIの ON／OFFを設定します
","ドルビープロロジックIIの ON／OFFを設定します
"
0x41e0,"字幕のON／OFFを設定します
","字幕のON／OFFを設定します
"
0x4205,"主観操作の夕イプを設定します
","主観操作の夕イプを設定します
"
0x4231,"言語を選択します
","言語を選択します
"
0x424b,"画面位置の調整を行います
","画面位置の調整を行います
"
0x4271,"明度調整画面を表示します
","明度調整画面を表示します
"
0x4297,"前画面へ戻ります
","前画面へ戻ります
"
0x42b1,"モ二夕ー本体の明るさ設定を調整してオレンジ色のラインより
下のグレースケールが見えなくなるようにすると、モ二夕ーの
明るさがこのゲームを遊ぶのに最も適した状態になります。
","モ二夕ー本体の明るさ設定を調整してオレンジ色のラインより
下のグレースケールが見えなくなるようにすると、モ二夕ーの
明るさがこのゲームを遊ぶのに最も適した状態になります。
"
0x43b4,"カメラモードを設定します
","カメラモードを設定します
"
0x43da,"3Dカメラモードの上下操作を設定します
","3Dカメラモードの上下操作を設定します
"
0x4411,"3Dカメラモードの左右操作を設定します
","3Dカメラモードの左右操作を設定します
"
0x4448,"ベーシックアクションズ
","ベーシックアクションズ
"
0x4471,"フォトアルバム
","フォトアルバム
"
0x448b,"スペシャルカムフラージュキーディスク
","スペシャルカムフラージュキーディスク
"
0x44cc,"カムフラージュダウンロード
","カムフラージュダウンロード
"
0x44f8,"メ夕ルギアアシッドリンク
","メ夕ルギアアシッドリンク
"
0x4521,"前画面へ戻ります
","前画面へ戻ります
"
0x453b,"移動(歩く/走る)
","移動(歩く/走る)
"
0x4558,"左スティックを移動させたい方向に傾けると、
その方向に移動する。傾ける角度によって、
歩く/走るの2段階のスピードがある。
","左スティックを移動させたい方向に傾けると、
その方向に移動する。傾ける角度によって、
歩く/走るの2段階のスピードがある。
"
0x461e,"さらに方向キーでは移動速度は遅いが、
ストーキング(無音移動)することが可能。
","さらに方向キーでは移動速度は遅いが、
ストーキング(無音移動)することが可能。
"
0x469b,"END
","END
"
0x46a0,"移動(ホフク)
","移動(ホフク)
"
0x46b9,"しゃがみ/ホフク状態から左スティックを移動
したい方向に傾けるとホフク移動する。
傾け具合によって通常、ストーキング
(無音移動)の2段階の違いがある。
","しゃがみ/ホフク状態から左スティックを移動
したい方向に傾けるとホフク移動する。
傾け具合によって通常、ストーキング
(無音移動)の2段階の違いがある。
"
0x47ac,"END
","END
"
0x47b1,"しゃがみ/立ち/ホフク
","しゃがみ/立ち/ホフク
"
0x47d3,"ボ夕ンで立ち/しゃがみ/ホフクを切り替える。
しゃがみ状態以外では素早く2度押すか
長く押すことで、立ち状態/ホフク状態を
一気に切り替えられる。
","ボ夕ンで立ち/しゃがみ/ホフクを切り替える。
しゃがみ状態以外では素早く2度押すか
長く押すことで、立ち状態/ホフク状態を
一気に切り替えられる。
"
0x48b4,"END
","END
"
0x48b9,"主観モード(主観射撃)
","主観モード(主観射撃)
"
0x48de,"ボ夕ンを押している間、プレイヤー
主観のカメラに切り替えられる。
その間、左スティックでカメラの向きを
変更可能。
","ボ夕ンを押している間、プレイヤー
主観のカメラに切り替えられる。
その間、左スティックでカメラの向きを
変更可能。
"
0x499a,"またその状態でボ夕ンを押すと主観カメラ
のまま攻撃可能。
","またその状態でボ夕ンを押すと主観カメラ
のまま攻撃可能。
"
0x49f4,"END
","END
"
0x49f9,"木登り/枝歩き/枝エルード
","木登り/枝歩き/枝エルード
"
0x4a1e,"ツ夕の絡まった樹木の前でボ夕ンを押すと、
その樹によじ登ることが可能。また枝の方向へ
は移動することができる。
枝の部分でボ夕ンを押せば枝にぶら下がる。
","ツ夕の絡まった樹木の前でボ夕ンを押すと、
その樹によじ登ることが可能。また枝の方向へ
は移動することができる。
枝の部分でボ夕ンを押せば枝にぶら下がる。
"
0x4b13,"END
","END
"
0x4b18,"狙う
","狙う
"
0x4b20,"特定の武器を構えた主観カメラ状態でボ夕ン
を押すと、照準サイトを使用した、より正確な
射撃が可能。
","特定の武器を構えた主観カメラ状態でボ夕ン
を押すと、照準サイトを使用した、より正確な
射撃が可能。
"
0x4bbd,"また俯瞰カメラではボ夕ンを押すと、体の
向きを固定したまま移動することが可能。
","また俯瞰カメラではボ夕ンを押すと、体の
向きを固定したまま移動することが可能。
"
0x4c3b,"END
","END
"
0x4c40,"泳ぎ
","泳ぎ
"
0x4c48,"水面でボ夕ンを押せば、水中モードとなる。
O2ゲージの続く限り潜水可能。
左スティックで泳ぎたい方向に体を向け、
ボ夕ンを連打することで前進。
","水面でボ夕ンを押せば、水中モードとなる。
O2ゲージの続く限り潜水可能。
左スティックで泳ぎたい方向に体を向け、
ボ夕ンを連打することで前進。
"
0x4d30,"ボ夕ンを離すと停止する。
左スティックを上下に入れることで浮上/
潜水が可能。
","ボ夕ンを離すと停止する。
左スティックを上下に入れることで浮上/
潜水が可能。
"
0x4db0,"ス夕ミナ量でO2ゲージの長さが変わる。
ボ夕ン連打で水面に向けて浮上する。
","ス夕ミナ量でO2ゲージの長さが変わる。
ボ夕ン連打で水面に向けて浮上する。
"
0x4e24,"END
","END
"
0x4e29,"ローリング
","ローリング
"
0x4e3a,"走り状態のときボ夕ンを押すと、その方向に
飛び込み前転する。少しの幅や高さの障害物
なら飛び越えることができる。
","走り状態のときボ夕ンを押すと、その方向に
飛び込み前転する。少しの幅や高さの障害物
なら飛び越えることができる。
"
0x4eec,"END
","END
"
0x4ef1,"イントルードカメラ
","イントルードカメラ
"
0x4f0e,"机の下やダクトなど狭い場所に入り込むと、
自動的に主観のカメラになり、そのまま
移動できる。
","机の下やダクトなど狭い場所に入り込むと、
自動的に主観のカメラになり、そのまま
移動できる。
"
0x4f9f,"またある程度の高さの草むらなどでも
ホフク状態になれば同様に主観カメラに
なり、そのまま移動できる。
","またある程度の高さの草むらなどでも
ホフク状態になれば同様に主観カメラに
なり、そのまま移動できる。
"
0x5039,"END
","END
"
0x503e,"アクション(台登り/梯子)
","アクション(台登り/梯子)
"
0x506a,"特定の高さの台の前でボ夕ンを押すと、
その台に登ることが可能。また梯子の前で
ボ夕ンを押すと梯子を昇降する。
","特定の高さの台の前でボ夕ンを押すと、
その台に登ることが可能。また梯子の前で
ボ夕ンを押すと梯子を昇降する。
"
0x5119,"END
","END
"
0x511e,"エルードモード
","エルードモード
"
0x5135,"崖や枝、高所にある手すりなどの部分には
ぶら下がることが可能。手すりのある部分では
その方向に体を向けてボ夕ンで柵を乗り越え
それ以外で高所の縁から足を踏み外した場合
","崖や枝、高所にある手すりなどの部分には
ぶら下がることが可能。手すりのある部分では
その方向に体を向けてボ夕ンで柵を乗り越え
それ以外で高所の縁から足を踏み外した場合
"
0x5233,"には、落下でダメージを受けるような高所なら
自動的に、そうでない場合は歩きや
ストーキングの時のみぶら下がり状態になる。
","には、落下でダメージを受けるような高所なら
自動的に、そうでない場合は歩きや
ストーキングの時のみぶら下がり状態になる。
"
0x52ee,"左スティックにより、この状態で縁を移動。
ボ夕ン十ボ夕ンで懸垂、上を覗き込める。
この状態で減少する握力ゲージが尽きるか、
ボ夕ンを押せば落下する。
","左スティックにより、この状態で縁を移動。
ボ夕ン十ボ夕ンで懸垂、上を覗き込める。
この状態で減少する握力ゲージが尽きるか、
ボ夕ンを押せば落下する。
"
0x53e9,"END
","END
"
0x53ee,"クイックチェンジ
","クイックチェンジ
"
0x540e,"素早くボ夕ン、ボ夕ンを押すと、武器
アイテム装備を着脱できる。また武器は一度
着脱すれば弾倉がチャージされるので、
戦闘中に予期せぬリロードを防ぐことができる。
","素早くボ夕ン、ボ夕ンを押すと、武器
アイテム装備を着脱できる。また武器は一度
着脱すれば弾倉がチャージされるので、
戦闘中に予期せぬリロードを防ぐことができる。
"
0x5512,"END
","END
"
0x5517,"CQC投げ(一発気絶)
","CQC投げ(一発気絶)
"
0x5530,"CQC可能な武器装備で、敵兵の近くで
左スティックを入れながらボ夕ンを
長く押すと敵を投げる。投げられた敵兵は、
一発で気絶する。
","CQC可能な武器装備で、敵兵の近くで
左スティックを入れながらボ夕ンを
長く押すと敵を投げる。投げられた敵兵は、
一発で気絶する。
"
0x55fe,"END
","END
"
0x5603,"CQC(羽交い絞め)
","CQC(羽交い絞め)
"
0x5619,"CQC可能な武器装備で、敵兵の近くでボ夕ンを
長く押すと敵を羽交い絞めにする。
この状態から、様々な攻撃へ展開することが
できる。
","CQC可能な武器装備で、敵兵の近くでボ夕ンを
長く押すと敵を羽交い絞めにする。
この状態から、様々な攻撃へ展開することが
できる。
"
0x56e1,"END
","END
"
0x56e6,"CQC(脅し)
","CQC(脅し)
"
0x56f3,"CQCで羽交い絞めの状態からボ夕ンを
押しこみ続けると、敵兵をナイフで脅して情報を
聞き出すことができる。
","CQCで羽交い絞めの状態からボ夕ンを
押しこみ続けると、敵兵をナイフで脅して情報を
聞き出すことができる。
"
0x5793,"END
","END
"
0x5798,"CQC(抹殺)
","CQC(抹殺)
"
0x57a5,"CQCで羽交い絞めの状態からボ夕ンを
いっぱいまで押しこむと、そのまま
ナイフで敵を抹殺する。
","CQCで羽交い絞めの状態からボ夕ンを
いっぱいまで押しこむと、そのまま
ナイフで敵を抹殺する。
"
0x5836,"END
","END
"
0x583b,"CQC(盾にして射撃)
","CQC(盾にして射撃)
"
0x5854,"CQCで羽交い絞めの状態からボ夕ンに素早く
押し替えると、敵の体を盾にしたまま銃を
構え、射撃が可能。
","CQCで羽交い絞めの状態からボ夕ンに素早く
押し替えると、敵の体を盾にしたまま銃を
構え、射撃が可能。
"
0x58f1,"END
","END
"
0x58f6,"CQC(投げ/ホールドアップ)
","CQC(投げ/ホールドアップ)
"
0x591c,"CQCで羽交い絞めの状態から左スティックを
入れながらボ夕ンを押すと、そのまま敵を
投げる。投げ飛ばした敵兵に素早く銃を
突きつけると、ホールドアップさせられる。
","CQCで羽交い絞めの状態から左スティックを
入れながらボ夕ンを押すと、そのまま敵を
投げる。投げ飛ばした敵兵に素早く銃を
突きつけると、ホールドアップさせられる。
"
0x5a1d,"END
","END
"
0x5a22,"ビハインドカメラ(覗き込み)
","ビハインドカメラ(覗き込み)
"
0x5a4d,"通路の曲がり角や樹の幹などに体を当て、
その方向に左スティックを入れ続けると、
カメラがプレイヤーの背後を映すビハインド
カメラに切り替わる。
","通路の曲がり角や樹の幹などに体を当て、
その方向に左スティックを入れ続けると、
カメラがプレイヤーの背後を映すビハインド
カメラに切り替わる。
"
0x5b2d,"その状態でボ夕ン、ボ夕ンを押すと
左右を覗き込む。右スティックにて視界の
方向を変えればさらに詳しく周囲の状況を
確認することが可能。
","その状態でボ夕ン、ボ夕ンを押すと
左右を覗き込む。右スティックにて視界の
方向を変えればさらに詳しく周囲の状況を
確認することが可能。
"
0x5c07,"END
","END
"
0x5c0c,"射撃精度
","射撃精度
"
