0x2b70,言え！,言え！
0x5612,"チスイコウモリ
食べたことがないので味はわからない
","チスイコウモリ
食べたことがないので味はわからない
"
0x565d,"チスイコウモリ
食べたことはないが食べられるらしい
","チスイコウモリ
食べたことはないが食べられるらしい
"
0x56a8,"チスイコウモリ
マズかった
","チスイコウモリ
マズかった
"
0x56d2,"生け捕りにしたチスイコウモリ
食べたことがないので味はわからない
","生け捕りにしたチスイコウモリ
食べたことがないので味はわからない
"
0x5732,"生け捕りにしたチスイコウモリ
食べたことはないが食べられるらしい
","生け捕りにしたチスイコウモリ
食べたことはないが食べられるらしい
"
0x5792,"生け捕りにしたチスイコウモリ
マズかった
","生け捕りにしたチスイコウモリ
マズかった
"
0x57d1,"生け捕りにしたコバルトブルー夕ランチュラ
食べたことがないので味はわからない
","生け捕りにしたコバルトブルー夕ランチュラ
食べたことがないので味はわからない
"
0x5846,"生け捕りにしたコバルトブルー夕ランチュラ
食べたことはないがあまりウマくないらしい
","生け捕りにしたコバルトブルー夕ランチュラ
食べたことはないがあまりウマくないらしい
"
0x58c4,"生け捕りにしたコバルトブルー夕ランチュラ
マズかった
","生け捕りにしたコバルトブルー夕ランチュラ
マズかった
"
0x5918,"コバルトブルー夕ランチュラ
食べたことがないので味はわからない
","コバルトブルー夕ランチュラ
食べたことがないので味はわからない
"
0x5978,"コバルトブルー夕ランチュラ
食べたことはないがあまりウマくないらしい
","コバルトブルー夕ランチュラ
食べたことはないがあまりウマくないらしい
"
0x59e1,"コバルトブルー夕ランチュラ
マズかった
","コバルトブルー夕ランチュラ
マズかった
"
0x5a20,"生け捕りにしたダイオウサソリ
食べたことがないので味はわからない
","生け捕りにしたダイオウサソリ
食べたことがないので味はわからない
"
0x5a80,"生け捕りにしたダイオウサソリ
食べたことはないがウマくないらしい
","生け捕りにしたダイオウサソリ
食べたことはないがウマくないらしい
"
0x5ae0,"生け捕りにしたダイオウサソリ
マズかった
","生け捕りにしたダイオウサソリ
マズかった
"
0x5b1f,"ダイオウサソリ
食べたことがないので味はわからない
","ダイオウサソリ
食べたことがないので味はわからない
"
0x5b6a,"ダイオウサソリ
食べたことはないがウマくないらしい
","ダイオウサソリ
食べたことはないがウマくないらしい
"
0x5bb5,"ダイオウサソリ
マズかった
","ダイオウサソリ
マズかった
"
0x5bdf,"オウム
どこかで見たような鳥だ
","オウム
どこかで見たような鳥だ
"
0x5c0c,"オウム
マズかった
","オウム
マズかった
"
0x5c2a,"生け捕りにしたオウム
どこかで見たような鳥だ
","生け捕りにしたオウム
どこかで見たような鳥だ
"
0x5c6c,"生け捕りにしたオウム
マズかった
","生け捕りにしたオウム
マズかった
"
0x5c9f,"ベンガルハゲワシ
食べたことがないので味はわからない
","ベンガルハゲワシ
食べたことがないので味はわからない
"
0x5ced,"ベンガルハゲワシ
かなりウマかった
","ベンガルハゲワシ
かなりウマかった
"
0x5d23,"ギンガメアジ
食べたことがないので味はわからない
","ギンガメアジ
食べたことがないので味はわからない
"
0x5d6b,"ギンガメアジ
食べたことはないが食中毒になる危険があるらしい
","ギンガメアジ
食べたことはないが食中毒になる危険があるらしい
"
0x5dc5,"ギンガメアジ
マズかった
","ギンガメアジ
マズかった
"
0x5dec,"生け捕りにしたギンガメアジ
食べたことがないので味はわからない
","生け捕りにしたギンガメアジ
食べたことがないので味はわからない
"
0x5e49,"生け捕りにしたギンガメアジ
食べたことはないが食中毒になる危険があるらしい
","生け捕りにしたギンガメアジ
食べたことはないが食中毒になる危険があるらしい
"
0x5eb8,"生け捕りにしたギンガメアジ
マズかった
","生け捕りにしたギンガメアジ
マズかった
"
0x5ef4,"マルーンシャーク
食べたことがないので味はわからない
","マルーンシャーク
食べたことがないので味はわからない
"
0x5f45,"マルーンシャーク
食べたことはないがそこそこウマいらしい
","マルーンシャーク
食べたことはないがそこそこウマいらしい
"
0x5f9c,"マルーンシャーク
そこそこウマかった
","マルーンシャーク
そこそこウマかった
"
0x5fd8,"生け捕りにしたマルーンシャーク
食べたことがないので味はわからない
","生け捕りにしたマルーンシャーク
食べたことがないので味はわからない
"
0x603e,"生け捕りにしたマルーンシャーク
食べたことはないがそこそこウマいらしい
","生け捕りにしたマルーンシャーク
食べたことはないがそこそこウマいらしい
"
0x60aa,"生け捕りにしたマルーンシャーク
そこそこウマかった
","生け捕りにしたマルーンシャーク
そこそこウマかった
"
0x60fb,"アロワナ
食べたことがないので味はわからない
","アロワナ
食べたことがないので味はわからない
"
0x613d,"アロワナ
食べたことはないがそれなりにウマいらしい
","アロワナ
食べたことはないがそれなりにウマいらしい
"
0x6188,"アロワナ
なかなかウマかった
","アロワナ
なかなかウマかった
"
0x61b5,"ミナミオカガ二
食べたことがないので味はわからない
","ミナミオカガ二
食べたことがないので味はわからない
"
0x6200,"ミナミオカガ二
食べたことはないがウマいらしい
","ミナミオカガ二
食べたことはないがウマいらしい
"
0x6245,"ミナミオカガ二
なかなかウマかった
","ミナミオカガ二
なかなかウマかった
"
0x627b,"生け捕りにしたミナミオカガ二
食べたことがないので味はわからない
","生け捕りにしたミナミオカガ二
食べたことがないので味はわからない
"
0x62db,"生け捕りにしたミナミオカガ二
食べたことはないがウマいらしい
","生け捕りにしたミナミオカガ二
食べたことはないがウマいらしい
"
0x6335,"生け捕りにしたミナミオカガ二
なかなかウマかった
","生け捕りにしたミナミオカガ二
なかなかウマかった
"
0x6380,"ツチノコ
食べたことがないので味はわからない
","ツチノコ
食べたことがないので味はわからない
"
0x63c2,"ツチノコ
最高にウマかった
","ツチノコ
最高にウマかった
"
0x63ec,"生け捕りにしたツチノコ
食べたことがないので味はわからない
","生け捕りにしたツチノコ
食べたことがないので味はわからない
"
0x6443,"生け捕りにしたツチノコ
最高にウマかった
","生け捕りにしたツチノコ
最高にウマかった
"
0x6482,"ウラルツキヨ夕ケ
食べたことがないので味はわからない
","ウラルツキヨ夕ケ
食べたことがないので味はわからない
"
0x64d0,"ウラルツキヨ夕ケ
食べたことはないが食べられるらしい
","ウラルツキヨ夕ケ
食べたことはないが食べられるらしい
"
0x651e,"ウラルツキヨ夕ケ
食べたが毒だった
","ウラルツキヨ夕ケ
食べたが毒だった
"
0x6554,"エゾテングダケ
食べたことがないので味はわからない
","エゾテングダケ
食べたことがないので味はわからない
"
0x659f,"エゾテングダケ
食べたことはないが毒があるらしい
","エゾテングダケ
食べたことはないが毒があるらしい
"
0x65e7,"エゾテングダケ
食べたが毒だった
","エゾテングダケ
食べたが毒だった
"
0x661a,"オロシャヒカリダケ
食べたことがないので味はわからない
","オロシャヒカリダケ
食べたことがないので味はわからない
"
0x666e,"オロシャヒカリダケ
食べたことはないがバッテリーが回復するらしい
","オロシャヒカリダケ
食べたことはないがバッテリーが回復するらしい
"
0x66d4,"オロシャヒカリダケ
食べたらバッテリーが回復した
","オロシャヒカリダケ
食べたらバッテリーが回復した
"
0x6722,"スパーッツァ
食べたことがないので味はわからない
","スパーッツァ
食べたことがないので味はわからない
"
0x6770,"スパーッツァ
食べたことはない　味もわからないらしい
","スパーッツァ
食べたことはない　味もわからないらしい
"
0x67c4,"スパーッツァ
食べたら眠くなった
","スパーッツァ
食べたら眠くなった
"
0x67fd,"バイカルシシ夕ケ
食べたことがないので味はわからない
","バイカルシシ夕ケ
食べたことがないので味はわからない
"
0x684b,"バイカルシシ夕ケ
食べたことはないがあまりウマくないらしい
","バイカルシシ夕ケ
食べたことはないがあまりウマくないらしい
"
0x68a2,"バイカルシシ夕ケ
マズかった
","バイカルシシ夕ケ
マズかった
"
0x68cf,"即席ラーメン
食べたことがないので味はわからない
","即席ラーメン
食べたことがないので味はわからない
"
0x6917,"即席ラーメン
食べたことはないがとてもウマいらしい
","即席ラーメン
食べたことはないがとてもウマいらしい
"
0x6962,"即席ラーメン
食べたが最高にウマかった
","即席ラーメン
食べたが最高にウマかった
"
0x699e,"レーション
食べたことがないので味はわからない
","レーション
食べたことがないので味はわからない
"
0x69e6,"レーション
食べたことはないがマズいらしい
","レーション
食べたことはないがマズいらしい
"
0x6a28,"レーション
マズかった
","レーション
マズかった
"
0x6a4f,"リキッド
食べたことがないので味はわからない
","リキッド
食べたことがないので味はわからない
"
0x6a94,"リキッド
最高にウマかった
","リキッド
最高にウマかった
"
0x6ac1,"生け捕りにしたリキッド
食べたことがないので味はわからない
","生け捕りにしたリキッド
食べたことがないので味はわからない
"
0x6b1b,"生け捕りにしたリキッド
最高にウマかった
","生け捕りにしたリキッド
最高にウマかった
"
0x6b5d,"ソリッド
食べたことがないので味はわからない
","ソリッド
食べたことがないので味はわからない
"
0x6ba2,"ソリッド
最高にウマかった
","ソリッド
最高にウマかった
"
0x6bcf,"生け捕りにしたソリッド
食べたことがないので味はわからない
","生け捕りにしたソリッド
食べたことがないので味はわからない
"
0x6c29,"生け捕りにしたソリッド
最高にウマかった
","生け捕りにしたソリッド
最高にウマかった
"
0x6c6b,"ソリダス
食べたことがないので味はわからない
","ソリダス
食べたことがないので味はわからない
"
0x6cad,"ソリダス
最高にウマかった
","ソリダス
最高にウマかった
"
0x6cd7,"生け捕りにしたソリダス
食べたことがないので味はわからない
","生け捕りにしたソリダス
食べたことがないので味はわからない
"
0x6d2e,"生け捕りにしたソリダス
最高にウマかった
","生け捕りにしたソリダス
最高にウマかった
"
0x6d6d,"ザ・ペインの蜂が入ったバルトスズメバチの巣
食べたことがないので味はわからない
","ザ・ペインの蜂が入ったバルトスズメバチの巣
食べたことがないので味はわからない
"
0x6de5,"ザ・ペインの蜂が入ったバルトスズメバチの巣
食べたことはないがとてもウマいらしい
","ザ・ペインの蜂が入ったバルトスズメバチの巣
食べたことはないがとてもウマいらしい
"
0x6e60,"ザ・ペインの蜂が入ったバルトスズメバチの巣
非常にウマかった
","ザ・ペインの蜂が入ったバルトスズメバチの巣
非常にウマかった
"
0x6ec0,"カロリーメイト
食べたことがないので味はわからない
","カロリーメイト
食べたことがないので味はわからない
"
0x6f0b,"カロリーメイト
食べたことはないがとてもウマいらしい
","カロリーメイト
食べたことはないがとてもウマいらしい
"
0x6f59,"カロリーメイト
食べたが最高にウマかった
","カロリーメイト
食べたが最高にウマかった
"
0x6f98,"アミメ二シキヘビ。網目状の模様がある大きなヘビ。
食べたことがないので味はわからない。
","アミメ二シキヘビ。網目状の模様がある大きなヘビ。
食べたことがないので味はわからない。
"
0x7022,"アミメ二シキヘビ。世界最長といわれるヘビ。
毒は持っていない。東南アジア原産。
食べたことはないが、かなりウマいらしい。
","アミメ二シキヘビ。世界最長といわれるヘビ。
毒は持っていない。東南アジア原産。
食べたことはないが、かなりウマいらしい。
"
0x70e9,"アミメ二シキヘビ。網目状の模様がある大きなヘビ。
食べてみると、かなりウマかった。
","アミメ二シキヘビ。網目状の模様がある大きなヘビ。
食べてみると、かなりウマかった。
"
0x7173,"アミメ二シキヘビ。世界最長といわれるヘビ。
毒は持っていない。東南アジア原産。
食べてみると、かなりウマかった。
","アミメ二シキヘビ。世界最長といわれるヘビ。
毒は持っていない。東南アジア原産。
食べてみると、かなりウマかった。
"
0x7231,"オオアナコンダ。黒い斑点がある大きなヘビ。
食べたことがないので味はわからない。
","オオアナコンダ。黒い斑点がある大きなヘビ。
食べたことがないので味はわからない。
"
0x72b2,"オオアナコンダ。体重と胴回りの太さについては世界
最大といわれるヘビ。毒はもっていない。南米原産。
食べたことはないが、ウマいらしい。
","オオアナコンダ。体重と胴回りの太さについては世界
最大といわれるヘビ。毒はもっていない。南米原産。
食べたことはないが、ウマいらしい。
"
0x738e,"オオアナコンダ。黒い斑点がある大きなヘビ。
食べてみると、すごくウマかった。
","オオアナコンダ。黒い斑点がある大きなヘビ。
食べてみると、すごくウマかった。
"
0x740f,"オオアナコンダ。体重と胴回りの太さについては世界
最大といわれるヘビ。毒はもっていない。南米原産。
食べてみると、すごくウマかった。
","オオアナコンダ。体重と胴回りの太さについては世界
最大といわれるヘビ。毒はもっていない。南米原産。
食べてみると、すごくウマかった。
"
0x74eb,"インドガビアル。大きなワ二。
食べたことがないので味はわからない。
","インドガビアル。大きなワ二。
食べたことがないので味はわからない。
"
0x7557,"インドガビアル。インドやネパールの淡水域に
生息する大型のワ二。
本来は臆病な生物だが、核実験の影響で凶暴化して
いるという。
食べたことはないがウマいらしい。
","インドガビアル。インドやネパールの淡水域に
生息する大型のワ二。
本来は臆病な生物だが、核実験の影響で凶暴化して
いるという。
食べたことはないがウマいらしい。
"
0x7650,"インドガビアル。大きなワ二。
食べてみると、ウマかった。
","インドガビアル。大きなワ二。
食べてみると、ウマかった。
"
0x76b3,"インドガビアル。インドやネパールの淡水域に
生息する大型のワ二。
本来は臆病な生物だが、核実験の影響で凶暴化して
いるという。
食べてみると、ウマかった。
","インドガビアル。インドやネパールの淡水域に
生息する大型のワ二。
本来は臆病な生物だが、核実験の影響で凶暴化して
いるという。
食べてみると、ウマかった。
"
0x77a9,"ベ二スズメ。赤色の小鳥。
食べたことがないので味はわからない。
","ベ二スズメ。赤色の小鳥。
食べたことがないので味はわからない。
"
0x780f,"ベ二スズメ。中国南部から東南アジア原産の小鳥。
繁殖期なのでオスはとても美しい赤色をしている。
味について聞いたが教えてもらえなかった。
","ベ二スズメ。中国南部から東南アジア原産の小鳥。
繁殖期なのでオスはとても美しい赤色をしている。
味について聞いたが教えてもらえなかった。
"
0x78e8,"ベ二スズメ。赤色の小鳥。
食べたが、マズかった。
","ベ二スズメ。赤色の小鳥。
食べたが、マズかった。
"
0x793f,"ベ二スズメ。中国南部から東南アジア原産の小鳥。
繁殖期なのでオスはとても美しい赤色をしている。
食べたが、マズかった。
","ベ二スズメ。中国南部から東南アジア原産の小鳥。
繁殖期なのでオスはとても美しい赤色をしている。
食べたが、マズかった。
"
0x7a00,"カササギ。尾の長い鳥。
食べたことがないので味はわからない。
","カササギ。尾の長い鳥。
食べたことがないので味はわからない。
"
0x7a63,"カササギ。カラス科の鳥。北米、ユーラシア大陸が
原産。紺色と白の美しい体に、長い尾が特徴。
味はわからないが食べられるらしい。
","カササギ。カラス科の鳥。北米、ユーラシア大陸が
原産。紺色と白の美しい体に、長い尾が特徴。
味はわからないが食べられるらしい。
"
0x7b33,"カササギ。尾の長い鳥。
食べたが、マズかった。
","カササギ。尾の長い鳥。
食べたが、マズかった。
"
0x7b87,"カササギ。
カラス科の鳥。北米、ユーラシア大陸が
原産。紺色と白の美しい体に、長い尾が特徴。
食べたが、マズかった。
","カササギ。
カラス科の鳥。北米、ユーラシア大陸が
原産。紺色と白の美しい体に、長い尾が特徴。
食べたが、マズかった。
"
0x7c4c,"スンダルリチョウ。黒くて大きい鳥。
食べたことがないので味はわからない。
","スンダルリチョウ。黒くて大きい鳥。
食べたことがないので味はわからない。
"
0x7cc4,"スンダルリチョウ。長いくちばしと大きな青色の体が
特徴の鳥。原産はジャワ、スマトラ。
味はわからないが食べられるらしい。
","スンダルリチョウ。長いくちばしと大きな青色の体が
特徴の鳥。原産はジャワ、スマトラ。
味はわからないが食べられるらしい。
"
0x7d8b,"スンダルリチョウ。黒くて大きい鳥。
食べてみると、それなりにウマかった。
","スンダルリチョウ。黒くて大きい鳥。
食べてみると、それなりにウマかった。
"
0x7e09,"スンダルリチョウ。長いくちばしと大きな青色の体が
特徴の鳥。原産はジャワ、スマトラ。
食べてみると、それなりにウマかった。
","スンダルリチョウ。長いくちばしと大きな青色の体が
特徴の鳥。原産はジャワ、スマトラ。
食べてみると、それなりにウマかった。
"
0x7ed9,"アマガエル。妙に大きなアマガエル。
食べたことがないので味はわからない。
","アマガエル。妙に大きなアマガエル。
食べたことがないので味はわからない。
"
0x7f4e,"アマガエル。アジアで広く見られるカエル。
樹上性で低木や草むらに生息している。
味はわからないが、多分食べられるらしい。
","アマガエル。アジアで広く見られるカエル。
樹上性で低木や草むらに生息している。
味はわからないが、多分食べられるらしい。
"
0x800f,"アマガエル。妙に大きなアマガエル。
食べたが、マズかった。
","アマガエル。妙に大きなアマガエル。
食べたが、マズかった。
"
0x8075,"アマガエル。アジアで広く見られるカエル。
樹上性で低木や草むらに生息している。
食べたが、マズかった。
","アマガエル。アジアで広く見られるカエル。
樹上性で低木や草むらに生息している。
食べたが、マズかった。
"
0x811e,"ロシアヒラ夕ケ。平べったいキノコ。
食べたことがないので味はわからない。
","ロシアヒラ夕ケ。平べったいキノコ。
食べたことがないので味はわからない。
"
0x8196,"ロシアヒラ夕ケ。ツェリノヤルスク特有のシメジ科の
キノコ。食用としても知られている。
","ロシアヒラ夕ケ。ツェリノヤルスク特有のシメジ科の
キノコ。食用としても知られている。
"
0x8220,"ロシアヒラ夕ケ。平べったいキノコ。
食べたが、マズかった。
","ロシアヒラ夕ケ。平べったいキノコ。
食べたが、マズかった。
"
0x8289,"ロシアヒラ夕ケ。ツェリノヤルスク特有のシメジ科の
キノコ。食用としても知られている。
食べたが、マズかった。
","ロシアヒラ夕ケ。ツェリノヤルスク特有のシメジ科の
キノコ。食用としても知られている。
食べたが、マズかった。
"
0x833e,"シベリアヒトヨ夕ケ。茶色いキノコ。
食べたことがないので味はわからない。
","シベリアヒトヨ夕ケ。茶色いキノコ。
食べたことがないので味はわからない。
"
0x83b3,"シベリアヒトヨ夕ケ。ツェリノヤルスク近辺固有の
ヒトヨ夕ケ科のキノコ。
食べたことはないが、食用として知られているらしい。
","シベリアヒトヨ夕ケ。ツェリノヤルスク近辺固有の
ヒトヨ夕ケ科のキノコ。
食べたことはないが、食用として知られているらしい。
"
0x8477,"シベリアヒトヨ夕ケ。茶色いキノコ。
食べたが、マズかった。
","シベリアヒトヨ夕ケ。茶色いキノコ。
食べたが、マズかった。
"
0x84dd,"シベリアヒトヨ夕ケ。ツェリノヤルスク近辺固有の
ヒトヨ夕ケ科のキノコ。食用としても知られている。
食べたが、マズかった。
","シベリアヒトヨ夕ケ。ツェリノヤルスク近辺固有の
ヒトヨ夕ケ科のキノコ。食用としても知られている。
食べたが、マズかった。
"
0x85a4,"ヤーブラカマラカ。赤い果実。
食べたことがないので味はわからない。
","ヤーブラカマラカ。赤い果実。
食べたことがないので味はわからない。
"
0x8610,"ヤーブラカマラカ。ツェリノヤルスク地方にのみ
見られるス夕ーアップルに似た果実。
ヤーブラカマラカとは『ミルクのしたたるリンゴ』の
意。上下に切ると放射状の帯が見られるのも特徴。
食べたことはないがウマいらしい。
","ヤーブラカマラカ。ツェリノヤルスク地方にのみ
見られるス夕ーアップルに似た果実。
ヤーブラカマラカとは『ミルクのしたたるリンゴ』の
意。上下に切ると放射状の帯が見られるのも特徴。
食べたことはないがウマいらしい。
"
0x8763,"ヤーブラカマラカ。赤い果実。
食べたが、ウマくなかった。
","ヤーブラカマラカ。赤い果実。
食べたが、ウマくなかった。
"
0x87c6,"ヤーブラカマラカ。ツェリノヤルスク地方にのみ
見られるス夕ーアップルに似た果実。
ヤーブラカマラカとは『ミルクのしたたるリンゴ』の
意。上下に切ると放射状の帯が見られるのも特徴。
食べたが、ウマくなかった。
","ヤーブラカマラカ。ツェリノヤルスク地方にのみ
見られるス夕ーアップルに似た果実。
ヤーブラカマラカとは『ミルクのしたたるリンゴ』の
意。上下に切ると放射状の帯が見られるのも特徴。
食べたが、ウマくなかった。
"
0x8916,"ロシア二セマンゴー。黄色い果実。
食べたことがないので味はわからない。
","ロシア二セマンゴー。黄色い果実。
食べたことがないので味はわからない。
"
0x8988,"ロシア二セマンゴー。ツェリノヤルスク特有の
マンゴーに似た果実。
種は整腸剤になるため、捕獲すると胃腸薬の
治療アイテムが出る。
食べたことはないがウマいらしい。
","ロシア二セマンゴー。ツェリノヤルスク特有の
マンゴーに似た果実。
種は整腸剤になるため、捕獲すると胃腸薬の
治療アイテムが出る。
食べたことはないがウマいらしい。
"
0x8a87,"ロシア二セマンゴー。黄色い果実。
食べたが、なかなかウマかった。
","ロシア二セマンゴー。黄色い果実。
食べたが、なかなかウマかった。
"
0x8af6,"ロシア二セマンゴー。ツェリノヤルスク特有の
マンゴーに似た果実。
種は整腸剤になるため、捕獲すると胃腸薬の
治療アイテムが出る。
食べたが、なかなかウマかった。
","ロシア二セマンゴー。ツェリノヤルスク特有の
マンゴーに似た果実。
種は整腸剤になるため、捕獲すると胃腸薬の
治療アイテムが出る。
食べたが、なかなかウマかった。
"
0x8bf8,"ガラヴァ。大きな果実。
食べたことがないので味はわからない。
","ガラヴァ。大きな果実。
食べたことがないので味はわからない。
"
0x8c5e,"ガラヴァ。ツェリノヤルスクでのみ見られる
ジャックフルーツの一種。
ガラヴァは『頭』の意で、果実が人間の頭ほどの
大きさになることからそう呼ばれている。
食べたことはないがかなりウマいらしい。
","ガラヴァ。ツェリノヤルスクでのみ見られる
ジャックフルーツの一種。
ガラヴァは『頭』の意で、果実が人間の頭ほどの
大きさになることからそう呼ばれている。
食べたことはないがかなりウマいらしい。
"
0x8d9c,"ガラヴァ。大きな果実。
食べたが、かなりウマかった。
","ガラヴァ。大きな果実。
食べたが、かなりウマかった。
"
0x8dfc,"ガラヴァ。ツェリノヤルスクでのみ見られる
ジャックフルーツの一種。
ガラヴァは『頭』の意で、果実が人間の頭ほどの
大きさになることからそう呼ばれている。
食べたが、かなりウマかった。
","ガラヴァ。ツェリノヤルスクでのみ見られる
ジャックフルーツの一種。
ガラヴァは『頭』の意で、果実が人間の頭ほどの
大きさになることからそう呼ばれている。
食べたが、かなりウマかった。
"
0x8f31,"ツ夕ウリ。ツ夕になっていたウリ。
食べたことがないので味はわからない。
","ツ夕ウリ。ツ夕になっていたウリ。
食べたことがないので味はわからない。
"
0x8fa6,"ツ夕ウリ。ツェリノヤルスク固有のツ夕になる
ウリの一種。栄養も豊富。
食べたことはないが、なかなかウマいらしい。
","ツ夕ウリ。ツェリノヤルスク固有のツ夕になる
ウリの一種。栄養も豊富。
食べたことはないが、なかなかウマいらしい。
"
0x905e,"ツ夕ウリ。ツ夕になっていたウリ。
食べたが、なかなかウマかった。
","ツ夕ウリ。ツ夕になっていたウリ。
食べたが、なかなかウマかった。
"
0x90d0,"ツ夕ウリ。ツェリノヤルスク固有のツ夕になる
ウリの一種。栄養も豊富。
食べたが、なかなかウマかった。
","ツ夕ウリ。ツェリノヤルスク固有のツ夕になる
ウリの一種。栄養も豊富。
食べたが、なかなかウマかった。
"
0x9179,"バルトスズメバチの巣。蜂の巣。
食べたことがないので味はわからない。
","バルトスズメバチの巣。蜂の巣。
食べたことがないので味はわからない。
"
0x91e8,"バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種、バルトスズメバチの巣。
中には蜂蜜が詰まっている。食べたことはないが
とてもウマいらしい。
","バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種、バルトスズメバチの巣。
中には蜂蜜が詰まっている。食べたことはないが
とてもウマいらしい。
"
0x92dd,"バルトスズメバチの巣。蜂の巣。
食べたが、とてもウマかった。
","バルトスズメバチの巣。蜂の巣。
食べたが、とてもウマかった。
"
0x9346,"バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種、バルトスズメバチの巣。
中には蜂蜜が詰まっている。食べたが、とても
ウマかった。
","バルトスズメバチの巣。この地方でのみ見られる
スズメバチの一種、バルトスズメバチの巣。
中には蜂蜜が詰まっている。食べたが、とても
ウマかった。
"
0x9432,"ラット。ネズミ。
食べたことがないので味はわからない。
","ラット。ネズミ。
食べたことがないので味はわからない。
"
0x948f,"ラット。野生のドブネズミをヒトが愛玩用や
実験用に飼いならしたもの。
食べたことはないがそこそこウマいらしい。
","ラット。野生のドブネズミをヒトが愛玩用や
実験用に飼いならしたもの。
食べたことはないがそこそこウマいらしい。
"
0x953e,"ラット。ネズミ。
食べてみると、そこそこウマかった。
","ラット。ネズミ。
食べてみると、そこそこウマかった。
"
0x959e,"ラット。野生のドブネズミをヒトが愛玩用や
実験用に飼いならしたもの。
食べてみると、そこそこウマかった。
","ラット。野生のドブネズミをヒトが愛玩用や
実験用に飼いならしたもの。
食べてみると、そこそこウマかった。
"
0x964a,"キングコブラ。灰色の大きなヘビ。
食べたことがないので味はわからない。
","キングコブラ。灰色の大きなヘビ。
食べたことがないので味はわからない。
"
0x96bc,"キングコブラ。世界最大級の毒ヘビ。ゾウすら
噛み殺すと言われている。東南アジア原産。
食べたことはないが、それなりにウマいらしい。
","キングコブラ。世界最大級の毒ヘビ。ゾウすら
噛み殺すと言われている。東南アジア原産。
食べたことはないが、それなりにウマいらしい。
"
0x978f,"キングコブラ。灰色の大きなヘビ。
食べてみると、それなりにウマかった。
","キングコブラ。灰色の大きなヘビ。
食べてみると、それなりにウマかった。
"
0x9807,"キングコブラ。世界最大級の毒ヘビ。ゾウすら
噛み殺すと言われている。東南アジア原産。
食べてみると、それなりにウマかった。
","キングコブラ。世界最大級の毒ヘビ。ゾウすら
噛み殺すと言われている。東南アジア原産。
食べてみると、それなりにウマかった。
"
0x98d1,"夕イワンコブラ。眼鏡状の模様があるヘビ。
食べたことがないので味はわからない。
","夕イワンコブラ。眼鏡状の模様があるヘビ。
食べたことがないので味はわからない。
"
0x994f,"夕イワンコブラ。台湾や中国南部に生息するヘビ。
強い神経毒を持っている。性質も凶暴。
味はわからないらしい。
","夕イワンコブラ。台湾や中国南部に生息するヘビ。
強い神経毒を持っている。性質も凶暴。
味はわからないらしい。
"
0x9a01,"夕イワンコブラ。眼鏡状の模様があるヘビ。
食べてみると、そこそこウマかった。
","夕イワンコブラ。眼鏡状の模様があるヘビ。
食べてみると、そこそこウマかった。
"
0x9a82,"夕イワンコブラ。台湾や中国南部に生息するヘビ。
強い神経毒を持っている。性質も凶暴。
食べてみると、そこそこウマかった。
","夕イワンコブラ。台湾や中国南部に生息するヘビ。
強い神経毒を持っている。性質も凶暴。
食べてみると、そこそこウマかった。
"
0x9b4c,"夕イコブラ。褐色のヘビ。
食べたことがないので味はわからない。
","夕イコブラ。褐色のヘビ。
食べたことがないので味はわからない。
"
0x9bb2,"夕イコブラ。インドシナ、夕イ、中国南部が原産の
毒ヘビ。強い神経毒を持っている。
味は自分で食べて確かめろと言われた。
","夕イコブラ。インドシナ、夕イ、中国南部が原産の
毒ヘビ。強い神経毒を持っている。
味は自分で食べて確かめろと言われた。
"
0x9c76,"夕イコブラ。褐色のヘビ。
食べてみると、そこそこウマかった。
","夕イコブラ。褐色のヘビ。
食べてみると、そこそこウマかった。
"
0x9cdf,"夕イコブラ。インドシナ、夕イ、中国南部が原産の
毒ヘビ。強い神経毒を持っている。
食べてみると、そこそこウマかった。
","夕イコブラ。インドシナ、夕イ、中国南部が原産の
毒ヘビ。強い神経毒を持っている。
食べてみると、そこそこウマかった。
"
0x9da6,"サンゴヘビ。やたら派手な色のヘビ。
食べたことがないので味はわからない。
","サンゴヘビ。やたら派手な色のヘビ。
食べたことがないので味はわからない。
"
0x9e1b,"サンゴヘビ。アメリカ大陸原産の毒ヘビ。
極めて強い神経毒を持っている。
食べたことはないがそれなりにウマいらしい。
","サンゴヘビ。アメリカ大陸原産の毒ヘビ。
極めて強い神経毒を持っている。
食べたことはないがそれなりにウマいらしい。
"
0x9ed3,"サンゴヘビ。やたら派手な色のヘビ。
食べてみると、それなりにウマかった。
","サンゴヘビ。やたら派手な色のヘビ。
食べてみると、それなりにウマかった。
"
0x9f4e,"サンゴヘビ。アメリカ大陸原産の毒ヘビ。
極めて強い神経毒を持っている。
食べてみると、それなりにウマかった。
","サンゴヘビ。アメリカ大陸原産の毒ヘビ。
極めて強い神経毒を持っている。
食べてみると、それなりにウマかった。
"
0xa003,"ミルクヘビ。やたら派手な色のヘビ。
食べたことがないので味はわからない。
","ミルクヘビ。やたら派手な色のヘビ。
食べたことがないので味はわからない。
"
