0x20c4,SINGLE ACTION ARMY,SINGLE ACTION ARMY
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0x23d9,"Seleziona destinazione salvataggio.
","Seleziona destinazione salvataggio.
"
0x23fe,"Seleziona destinazione caricamento.
","Seleziona destinazione caricamento.
"
0x2423,"Nessuna memory card (PS2) trovata.
","Nessuna memory card (PS2) trovata.
"
0x2447,"Nessuna memory card (PS2) trovata.
Continuare con il gioco?
","Nessuna memory card (PS2) trovata.
Continuare con il gioco?
"
0x2484,"Nessuna memory card (PS2) trovata.
Continuare senza salvare?
","Nessuna memory card (PS2) trovata.
Continuare senza salvare?
"
0x24c2,"Spazio libero insufficiente sulla memory
card (PS2). Sono richiesti almeno %dKB
di spazio libero per salvare i dati.
","Spazio libero insufficiente sulla memory
card (PS2). Sono richiesti almeno %dKB
di spazio libero per salvare i dati.
"
0x2538,"Creare nuovi dati salvati sulla memory
card (PS2)?
Sì o No
","Creare nuovi dati salvati sulla memory
card (PS2)?
Sì o No
"
0x2575,"Sovrascrivere questi dati salvati?
Sì o No
","Sovrascrivere questi dati salvati?
Sì o No
"
0x25a2,"La memory card (PS2) non è formattata.
Formattare la memory card (PS2) e
salvare?
","La memory card (PS2) non è formattata.
Formattare la memory card (PS2) e
salvare?
"
0x25f6,"Salvataggio dati. Non rimuovere la
memory card (PS2) né il controller
e non resettare/spegnere la console.
","Salvataggio dati. Non rimuovere la
memory card (PS2) né il controller
e non resettare/spegnere la console.
"
0x2663,"Formattazione memory card (PS2). Non
rimuovere memory card (PS2) e controller.
Non resettare/spegnere console.
","Formattazione memory card (PS2). Non
rimuovere memory card (PS2) e controller.
Non resettare/spegnere console.
"
0x26d3,"Salvataggio completato.
","Salvataggio completato.
"
0x26ec,"Salvataggio fallito! Controllare la
memory card (PS2) e riprovare.
","Salvataggio fallito! Controllare la
memory card (PS2) e riprovare.
"
0x2730,"Formattazione fallita! Controllare
la memory card (PS2) e riprovare.
","Formattazione fallita! Controllare
la memory card (PS2) e riprovare.
"
0x2776,"Nessun dato presente sulla
memory card (PS2).
","Nessun dato presente sulla
memory card (PS2).
"
0x27a5,"Nessun dato presente sulla memory
card (PS2). Continuare con il gioco?
","Nessun dato presente sulla memory
card (PS2). Continuare con il gioco?
"
0x27ed,"Nessun dato presente sulla memory
card (PS2). Continuare senza salvare?
","Nessun dato presente sulla memory
card (PS2). Continuare senza salvare?
"
0x2836,"Sì o No
","Sì o No
"
0x2840,"Caricamento dati.
","Caricamento dati.
"
0x2853,"Caricamento completato.
","Caricamento completato.
"
0x286c,"Caricamento fallito! Controllare la
memory card (PS2) e riprovare.
","Caricamento fallito! Controllare la
memory card (PS2) e riprovare.
"
0x28b0,"Annullare il caricamento?
","Annullare il caricamento?
"
0x28cb,"Annullare il salvataggio?
","Annullare il salvataggio?
"
0x28e6,"Spazio insufficiente su memory card (PS2).
Servono almeno %dKB per salvare i dati.
Continuare con il gioco?
","Spazio insufficiente su memory card (PS2).
Servono almeno %dKB per salvare i dati.
Continuare con il gioco?
"
0x2953,"Memory card (PS2) non trovata.
Servono almeno %dKB per salvare
i dati. Continuare con il gioco?
","Memory card (PS2) non trovata.
Servono almeno %dKB per salvare
i dati. Continuare con il gioco?
"
0x29b4,"Controllo memory card (PS2) fallito!
Servono almeno %dKB per salvare
i dati. Continuare con il gioco?
","Controllo memory card (PS2) fallito!
Servono almeno %dKB per salvare
i dati. Continuare con il gioco?
"
0x2a1b,"Inserire una memory
card (PS2) diversa.
","Inserire una memory
card (PS2) diversa.
"
0x2a44,"Sì
","Sì
"
0x2a49,"No
","No
"
0x2a4d,"Avviso
","Avviso
"
0x2a55,"Continuare con il gioco?
","Continuare con il gioco?
"
0x2a6f,"I dati sulla memory card (PS2)
sono danneggiati.
","I dati sulla memory card (PS2)
sono danneggiati.
"
0x2aa1,"Controllo memory card (PS2).
","Controllo memory card (PS2).
"
0x2abf,"Inserire una memory card (PS2).
","Inserire una memory card (PS2).
"
0x2ae0,"Nessuna memory card (PS2) trovata.
Inserire la memory card (PS2) usata
per caricare i dati salvati.
","Nessuna memory card (PS2) trovata.
Inserire la memory card (PS2) usata
per caricare i dati salvati.
"
0x2b45,"Nessun dato caricato trovato.
Inserire la memory card (PS2)
usata per caricare i dati salvati.
","Nessun dato caricato trovato.
Inserire la memory card (PS2)
usata per caricare i dati salvati.
"
0x2ba5,"Caricamento fallito! Inserire la
memory card (PS2) usata per
caricare i dati salvati.
","Caricamento fallito! Inserire la
memory card (PS2) usata per
caricare i dati salvati.
"
0x2bfc,"I dati salvati sono danneggiati.
Inserire la memory card (PS2)
usata per caricare i dati salvati.
","I dati salvati sono danneggiati.
Inserire la memory card (PS2)
usata per caricare i dati salvati.
"
0x2c5f,"Tornare al menu principale?
","Tornare al menu principale?
"
0x2c7c,"Memory card (PS2) rimossa durante
il salvataggio. Reinserire la memory
card (PS2). Annullare la sovrascrittura?
","Memory card (PS2) rimossa durante
il salvataggio. Reinserire la memory
card (PS2). Annullare la sovrascrittura?
"
0x2ced,"I dati salvati e caricati non sono stati
trovati. Sovrascrivere i dati salvati
attuali su memory card (PS2)?
","I dati salvati e caricati non sono stati
trovati. Sovrascrivere i dati salvati
attuali su memory card (PS2)?
"
0x2d5b,"Trasferimento completato.
","Trasferimento completato.
"
0x2d76,"Trasferimento fallito.
","Trasferimento fallito.
"
0x2d8e,"Controllo ingresso MEMORY CARD 1.
","Controllo ingresso MEMORY CARD 1.
"
0x2db1,"Controllo ingresso MEMORY CARD 2.
","Controllo ingresso MEMORY CARD 2.
"
0x2dd4,Salvare?,Salvare?
0x2ddd,"?
","?
"
0x2de0,"Dremuchij sud
","Dremuchij sud
"
0x2def,"Dremuchij est
","Dremuchij est
"
0x2dfe,"Palude di Dremuchij
","Palude di Dremuchij
"
0x2e13,"Dremuchij nord
","Dremuchij nord
"
0x2e23,"Dolinovodno
","Dolinovodno
"
0x2e30,"Rassvet
","Rassvet
"
0x2e39,"Riva di fiume di Dolinovodno
","Riva di fiume di Dolinovodno
"
0x2e57,"Chyornyj Prud
","Chyornyj Prud
"
0x2e66,"Bolshaya Past sud
","Bolshaya Past sud
"
0x2e79,"Base di Bolshaya Past
","Base di Bolshaya Past
"
0x2e90,"Fenditura di Bolshaya Past
","Fenditura di Bolshaya Past
"
0x2eac,"Ramo grotta Chyornaya Peschera
","Ramo grotta Chyornaya Peschera
"
0x2ecc,"Grotta Chyornaya Peschera
","Grotta Chyornaya Peschera
"
0x2ee7,"Ingresso grotta Chyornaya Peschera
","Ingresso grotta Chyornaya Peschera
"
0x2f0b,"Ponizovje sud
","Ponizovje sud
"
0x2f1a,"Ponizovje ovest
","Ponizovje ovest
"
0x2f2b,"Magazzino di Ponizovje: esterno
","Magazzino di Ponizovje: esterno
"
0x2f4c,"Magazzino di Ponizovje
","Magazzino di Ponizovje
"
0x2f64,"Graniny Gorki sud
","Graniny Gorki sud
"
0x2f77,"Esterno laboratorio Graniny Gorki:
fuori le mura
","Esterno laboratorio Graniny Gorki:
fuori le mura
"
0x2fa9,"Esterno laboratorio Graniny Gorki:
mura interne
","Esterno laboratorio Graniny Gorki:
mura interne
"
0x2fda,"Laboratorio Graniny Gorki - P1/P2
","Laboratorio Graniny Gorki - P1/P2
"
0x2ffd,"Laboratorio Graniny Gorki - S1 est
","Laboratorio Graniny Gorki - S1 est
"
0x3021,"Laboratorio Graniny Gorki - S1 ovest
","Laboratorio Graniny Gorki - S1 ovest
"
0x3047,"Svyatogornyj sud
","Svyatogornyj sud
"
0x3059,"Svyatogornyj ovest
","Svyatogornyj ovest
"
0x306d,"Svyatogornyj est
","Svyatogornyj est
"
0x307f,"Sokrovenno sud
","Sokrovenno sud
"
0x308f,"Sokrovenno ovest
","Sokrovenno ovest
"
0x30a1,"Sokrovenno nord
","Sokrovenno nord
"
0x30b2,"Tunnel di Krasnogorje
","Tunnel di Krasnogorje
"
0x30c9,"Base montagna di Krasnogorje
","Base montagna di Krasnogorje
"
0x30e7,"Montagna di Krasnogorje: fianco
","Montagna di Krasnogorje: fianco
"
0x3108,"Vetta di Krasnogorje
","Vetta di Krasnogorje
"
0x311e,"Ruderi vetta Krasnogorje
","Ruderi vetta Krasnogorje
"
0x3138,"Ruderi vetta Krasnogorje: retro
","Ruderi vetta Krasnogorje: retro
"
0x3159,"Tunnel sotterraneo di Groznyj Grad
","Tunnel sotterraneo di Groznyj Grad
"
0x317d,"Groznyj Grad sud-ovest
","Groznyj Grad sud-ovest
"
0x3195,"Groznyj Grad nord-ovest
","Groznyj Grad nord-ovest
"
0x31ae,"Groznyj Grad nord-est
","Groznyj Grad nord-est
"
0x31c5,"Groznyj Grad sud-est
","Groznyj Grad sud-est
"
0x31db,"Laboratorio armi di Groznyj Grad: ala est
","Laboratorio armi di Groznyj Grad: ala est
"
0x3206,"Laboratorio armi di Groznyj Grad:
corridoio ala ovest
","Laboratorio armi di Groznyj Grad:
corridoio ala ovest
"
0x323d,"Sala delle torture di Groznyj Grad
","Sala delle torture di Groznyj Grad
"
0x3261,"Fogne di Groznyj Grad
","Fogne di Groznyj Grad
"
0x3278,"Laboratorio armi di Groznyj Grad:
ala principale
","Laboratorio armi di Groznyj Grad:
ala principale
"
0x32aa,"Laboratorio armi Groznyj Grad:
ala principale - S1
","Laboratorio armi Groznyj Grad:
ala principale - S1
"
0x32de,"?
","?
"
0x32e1,"Tikhogornyj
","Tikhogornyj
"
0x32ee,"Tikhogornyj: dietro la cascata
","Tikhogornyj: dietro la cascata
"
0x330e,"Groznyj Grad
","Groznyj Grad
"
0x331c,"Pista di Groznyj Grad sud
","Pista di Groznyj Grad sud
"
0x3337,"Pista di Groznyj Grad
","Pista di Groznyj Grad
"
0x334e,"Ponte ferroviario di Groznyj Grad
","Ponte ferroviario di Groznyj Grad
"
0x3371,"Ponte ferroviario di Groznyj Grad nord
","Ponte ferroviario di Groznyj Grad nord
"
0x3399,"Lazorevo sud
","Lazorevo sud
"
0x33a7,"Lazorevo nord
","Lazorevo nord
"
0x33b6,"Zaozyorje ovest
","Zaozyorje ovest
"
0x33c7,"Zaozyorje est
","Zaozyorje est
"
0x33d6,"Rokovoj Bereg
","Rokovoj Bereg
"
0x33e5,"WIG: interno
","WIG: interno
"
0x33f3,"Missione virtuosa completata.
","Missione virtuosa completata.
"
0x3412,"Rassvet
","Rassvet
"
0x341b,"Laboratorio armi di Groznyj Grad:
ala ovest
","Laboratorio armi di Groznyj Grad:
ala ovest
"
0x3448,"Laboratorio armi di Groznyj Grad:
ala principale
","Laboratorio armi di Groznyj Grad:
ala principale
"
0x347a,"Oltre il confine sovietico.
","Oltre il confine sovietico.
"
0x3497,"Operation Snake Eater (Operazione
mangiaserpenti) completata.
","Operation Snake Eater (Operazione
mangiaserpenti) completata.
"
0x34d6,"Sto giocando con la serie MGS per la prima volta!
","Sto giocando con la serie MGS per la prima volta!
"
0x3509,"Mi piace MGS1!
","Mi piace MGS1!
"
0x3519,"Mi piace MGS2!
","Mi piace MGS2!
"
0x3529,"Mi piace MGS3!
","Mi piace MGS3!
"
0x3539,"NUOVO GIOCO
","NUOVO GIOCO
"
0x3546,"CARICA GIOCO
","CARICA GIOCO
"
0x3554,"SCHEDE ISTRUZIONI
","SCHEDE ISTRUZIONI
"
0x3567,"SERPENTE CONTRO SCIMMIA
","SERPENTE CONTRO SCIMMIA
"
0x3580,"MODALITÀ OPZIONI
","MODALITÀ OPZIONI
"
0x3593,"MODALITÀ SPECIALE
","MODALITÀ SPECIALE
"
0x35a7,"Per principianti.
","Per principianti.
"
0x35ba,"Per non esperti di giochi d'azione.
","Per non esperti di giochi d'azione.
"
0x35df,"Grado di difficoltà standard.
","Grado di difficoltà standard.
"
0x35ff,"Per giocatori abili.
","Per giocatori abili.
"
0x3615,"Per esperti di giochi d'azione.
","Per esperti di giochi d'azione.
"
0x3636,"MISSIONE VIRTUOSA
","MISSIONE VIRTUOSA
"
0x3649,"OPERAZIONE SNAKE EATER
","OPERAZIONE SNAKE EATER
"
0x3661,"Torna alla schermata precedente.
","Torna alla schermata precedente.
"
0x3683,"DUELLO
","DUELLO
"
0x368b,"DIMOSTRAZIONE
","DIMOSTRAZIONE
"
0x369a,"Il gioco terminerà nel caso il nemico ti avvisti.
","Il gioco terminerà nel caso il nemico ti avvisti.
"
0x36ce,"Attiva/disattiva la vibrazione.
","Attiva/disattiva la vibrazione.
"
0x36ef,"Attiva/disattiva la visualizzazione del sangue.
","Attiva/disattiva la visualizzazione del sangue.
"
0x3720,"Attiva/disattiva Dolby Pro Logic II.
","Attiva/disattiva Dolby Pro Logic II.
"
0x3746,"Attiva/disattiva le didascalie.
","Attiva/disattiva le didascalie.
"
0x3767,"Seleziona tipo di controllo in Visuale Sogg.
","Seleziona tipo di controllo in Visuale Sogg.
"
0x3795,"Seleziona lingua.
","Seleziona lingua.
"
0x37a8,"Regola posizione schermata.
","Regola posizione schermata.
"
0x37c5,"Regola luminosità schermata.
","Regola luminosità schermata.
"
0x37e4,"Torna alla schermata precedente.
","Torna alla schermata precedente.
"
0x3806,"Regola luminosità monitor per rendere
invisibile scala grigi sotto linea arancione
e avere luminosità ottimale per il gioco.
","Regola luminosità monitor per rendere
invisibile scala grigi sotto linea arancione
e avere luminosità ottimale per il gioco.
"
0x3886,"Seleziona la modalità Telecamera
","Seleziona la modalità Telecamera
"
0x38a9,"Comandi alto/basso per la Telecamera 3D.
","Comandi alto/basso per la Telecamera 3D.
"
0x38d3,"Comandi sinistra/destra per la Telecamera 3D.
","Comandi sinistra/destra per la Telecamera 3D.
"
0x3902,"AZIONI PRINCIPALI
","AZIONI PRINCIPALI
"
0x3915,"ALBUM FOTOGRAFICO
","ALBUM FOTOGRAFICO
"
0x3928,"OMAGGIO
","OMAGGIO
"
0x3931,"SCARICA MIMETICA
","SCARICA MIMETICA
"
0x3943,"COLLEGAMENTO METAL GEAR ACID
","COLLEGAMENTO METAL GEAR ACID
"
0x3961,"TORNA ALLA SCHERMATA PRECEDENTE.
","TORNA ALLA SCHERMATA PRECEDENTE.
"
0x3983,"Camminare/correre
","Camminare/correre
"
0x3996,"Premi la levetta analogica sinistra nella
direzione desiderata per iniziare a
muoverti in quella direzione.
","Premi la levetta analogica sinistra nella
direzione desiderata per iniziare a
muoverti in quella direzione.
"
0x3a03,"Ci sono due velocità di spostamento a
seconda di quanto viene premuta la levetta
analogica sinistra.
","Ci sono due velocità di spostamento a
seconda di quanto viene premuta la levetta
analogica sinistra.
"
0x3a6a,"Premila leggermente per camminare, più
forte per correre.
Usa il tasto direzionale per avanzare di
soppiatto, lentamente ma senza rumore.
","Premila leggermente per camminare, più
forte per correre.
Usa il tasto direzionale per avanzare di
soppiatto, lentamente ma senza rumore.
"
0x3af6,"END
","END
"
0x3afb,"Movimento (strisciare)
","Movimento (strisciare)
"
0x3b13,"Premi la levetta analogica sinistra mentre sei
accovacciato o steso al suolo per strisciare.
","Premi la levetta analogica sinistra mentre sei
accovacciato o steso al suolo per strisciare.
"
0x3b71,"Ci sono due tipi di movimento, normale (con
rumore) e furtivo (senza rumore), in base a
quanto lontano premi la levetta analogica
sinistra.
","Ci sono due tipi di movimento, normale (con
rumore) e furtivo (senza rumore), in base a
quanto lontano premi la levetta analogica
sinistra.
"
0x3bfe,"END
","END
"
0x3c03,"Accovacciato/in piedi
","Accovacciato/in piedi
"
0x3c1a,"Premi il tasto  per alternare la posizione
eretta, accovacciata e per stenderti al suolo.
","Premi il tasto  per alternare la posizione
eretta, accovacciata e per stenderti al suolo.
"
0x3c78,"Premi due volte rapidamente il tasto  o
tienilo premuto per passare immediatamente
dalla posizione eretta a stenderti al suolo o
da steso al suolo in posizione eretta.
","Premi due volte rapidamente il tasto  o
tienilo premuto per passare immediatamente
dalla posizione eretta a stenderti al suolo o
da steso al suolo in posizione eretta.
"
0x3d24,"END
","END
"
0x3d29,"Visuale Soggettiva
","Visuale Soggettiva
"
0x3d3d,"Tieni premuto il tasto  per passare in
visuale Soggettiva, nella quale la levetta
analogica sinistra controlla la direzione di
visualizzazione.
","Tieni premuto il tasto  per passare in
visuale Soggettiva, nella quale la levetta
analogica sinistra controlla la direzione di
visualizzazione.
"
0x3dd1,"È anche possibile attaccare in visuale
Soggettiva con il tasto .
","È anche possibile attaccare in visuale
Soggettiva con il tasto .
"
0x3e17,"END
","END
"
0x3e1c,"Azioni sui rami
","Azioni sui rami
"
0x3e2d,"Premi il tasto  davanti a un albero con
piante rampicanti per iniziare a scalarlo.
È anche possibile sospendersi da rami vicini,
avvicinandosi ad uno e premendo il tasto .
","Premi il tasto  davanti a un albero con
piante rampicanti per iniziare a scalarlo.
È anche possibile sospendersi da rami vicini,
avvicinandosi ad uno e premendo il tasto .
"
0x3ee1,"END
","END
"
0x3ee6,"Puntamento
","Puntamento
"
0x3ef2,"Premi il tasto  in visuale Soggettiva con
certe armi per migliorare la precisione del
normale puntamento.
","Premi il tasto  in visuale Soggettiva con
certe armi per migliorare la precisione del
normale puntamento.
"
0x3f60,"È anche possibile bloccare la direzione in cui
sei rivolto premendo il tasto  in visuale
Globale.
","È anche possibile bloccare la direzione in cui
sei rivolto premendo il tasto  in visuale
Globale.
"
0x3fc7,"END
","END
"
0x3fcc,"Nuotare
","Nuotare
"
0x3fd5,"Premi il tasto  sei sopra la superficie per
immergerti. È possibile rimanere sott'acqua a
condizione che l'Indicatore O2 dell'ossigeno
non sia vuoto.
","Premi il tasto  sei sopra la superficie per
immergerti. È possibile rimanere sott'acqua a
condizione che l'Indicatore O2 dell'ossigeno
non sia vuoto.
"
0x4070,"Usa la levetta analogica sinistra per
impostare la direzione in cui sei rivolto e
premi ripetutamente il tasto  per nuotare
in quella direzione.
","Usa la levetta analogica sinistra per
impostare la direzione in cui sei rivolto e
premi ripetutamente il tasto  per nuotare
in quella direzione.
"
0x4105,"Rilascia il tasto  per fermarti. Premi la
levetta analogica sinistra in su per nuotare
in su e in giù per immergerti.
","Rilascia il tasto  per fermarti. Premi la
levetta analogica sinistra in su per nuotare
in su e in giù per immergerti.
"
0x4180,"L'Indicatore del Vigore influisce sulla
lunghezza dell'Indicatore dell'Ossigeno (O2).
Premi rapidamente il tasto  per tornare
in superficie.
","L'Indicatore del Vigore influisce sulla
lunghezza dell'Indicatore dell'Ossigeno (O2).
Premi rapidamente il tasto  per tornare
in superficie.
"
0x4211,"END
","END
"
0x4216,"Rotolarsi
","Rotolarsi
"
0x4221,"Premi il tasto  mentre corri per rotolare
nella direzione di spostamento. Rotolando
è possibile togliere di mezzo alcuni ostacoli
di piccole dimensioni.
","Premi il tasto  mentre corri per rotolare
nella direzione di spostamento. Rotolando
è possibile togliere di mezzo alcuni ostacoli
di piccole dimensioni.
"
0x42bf,"END
","END
"
0x42c4,"Visuale Incursione
","Visuale Incursione
"
0x42d8,"Accedi alla visuale Incursione, in cui ti muovi
automaticamente, quando strisci sotto le
scrivanie, nei condotti o in altri luoghi ristretti.
","Accedi alla visuale Incursione, in cui ti muovi
automaticamente, quando strisci sotto le
scrivanie, nei condotti o in altri luoghi ristretti.
"
0x4367,"Anche strisciando in aree con erba alta
accedi e ti sposti in visuale Incursione.
","Anche strisciando in aree con erba alta
accedi e ti sposti in visuale Incursione.
"
0x43ba,"END
","END
"
0x43bf,"Salire su oggetti/scale
","Salire su oggetti/scale
"
0x43d8,"Premi il tasto  davanti a oggetti di una
certa altezza per salirci sopra. Premi il tasto
 anche davanti a una scala per salirla o
scenderla.
","Premi il tasto  davanti a oggetti di una
certa altezza per salirci sopra. Premi il tasto
 anche davanti a una scala per salirla o
scenderla.
"
0x446c,"END
","END
"
0x4471,"Sospensione
","Sospensione
"
0x447e,"È possibile sospendersi da scogliere, rami o
altri posti elevati. Quando c'è una ringhiera,
mettiti di fronte al bordo e premi il tasto 
per saltare e sospenderti.
","È possibile sospendersi da scogliere, rami o
altri posti elevati. Quando c'è una ringhiera,
mettiti di fronte al bordo e premi il tasto 
per saltare e sospenderti.
"
0x4528,"Se non ci sono ringhiere e oltre il bordo
C'E' UN SALTO TALE che potrebbe causare
infortuni,
","Se non ci sono ringhiere e oltre il bordo
C'E' UN SALTO TALE che potrebbe causare
infortuni,
"
0x4586,"ti sospenderai automaticamente quando
camminerai al di là del bordo.
","ti sospenderai automaticamente quando
camminerai al di là del bordo.
"
0x45cd,"Se non è un salto lungo, ti sospenderai
soltanto avvicinandoti al bordo camminando
normalmente o furtivamente.
","Se non è un salto lungo, ti sospenderai
soltanto avvicinandoti al bordo camminando
normalmente o furtivamente.
"
0x463e,"Usa la levetta analogica sinistra per muoverti
lungo il bordo, in sospensione. Premi
contemporaneamente il tasto  e il tasto
 per tirarti su e sbirciare dal bordo.
","Usa la levetta analogica sinistra per muoverti
lungo il bordo, in sospensione. Premi
contemporaneamente il tasto  e il tasto
 per tirarti su e sbirciare dal bordo.
"
0x46e9,"L'Indicatore della Presa continuerà a
scendere mentre rimarrai sospeso e se il
livello si esaurisce, cadrai. Premi il tasto 
per mollare la presa e saltare a terra.
","L'Indicatore della Presa continuerà a
scendere mentre rimarrai sospeso e se il
livello si esaurisce, cadrai. Premi il tasto 
per mollare la presa e saltare a terra.
"
0x4793,"END
","END
"
0x4798,"Cambio rapido
","Cambio rapido
"
0x47a7,"Premi rapidamente il tasto  o il tasto 
per rimuovere e riequipaggiare l'arma o
l'oggetto corrente.
","Premi rapidamente il tasto  o il tasto 
per rimuovere e riequipaggiare l'arma o
l'oggetto corrente.
"
