0x2ea8,Parla!,Parla!
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0xffffffff,,
0x2ee3,"Eccezionale recupero di vigore.
","Eccezionale recupero di vigore.
"
0x2f04,"Grande recupero di vigore.
","Grande recupero di vigore.
"
0x2f20,"Ottimo recupero di vigore.
","Ottimo recupero di vigore.
"
0x2f3c,"Buon recupero di vigore.
","Buon recupero di vigore.
"
0x2f56,"Discreto recupero di vigore.
","Discreto recupero di vigore.
"
0x2f74,"Moderato recupero di vigore.
","Moderato recupero di vigore.
"
0x2f92,"Limitato recupero di vigore.
","Limitato recupero di vigore.
"
0x2fb0,"Scarso recupero di vigore.
","Scarso recupero di vigore.
"
0x2fcc,"Leggero recupero di vigore.
","Leggero recupero di vigore.
"
0x2fe9,"Grande recupero di vigore di EVA.
","Grande recupero di vigore di EVA.
"
0x300c,"Ottimo recupero di vigore di EVA.
","Ottimo recupero di vigore di EVA.
"
0x302f,"Eccezionale recupero di vigore di EVA.
","Eccezionale recupero di vigore di EVA.
"
0x3057,"Discreto recupero di vigore di EVA.
","Discreto recupero di vigore di EVA.
"
0x307c,"Moderato recupero di vigore di EVA.
","Moderato recupero di vigore di EVA.
"
0x30a1,"Buon recupero di vigore di EVA.
","Buon recupero di vigore di EVA.
"
0x30c2,"Scarso recupero di vigore di EVA.
","Scarso recupero di vigore di EVA.
"
0x30e5,"Leggero recupero di vigore di EVA.
","Leggero recupero di vigore di EVA.
"
0x3109,"Limitato recupero di vigore di EVA.
","Limitato recupero di vigore di EVA.
"
0x312e,"Crollata per intossicazione.
","Crollata per intossicazione.
"
0x314c,"Cibo avariato. Inizia a dolere lo stomaco.
","Cibo avariato. Inizia a dolere lo stomaco.
"
0x3178,"Batterie ricaricate.
","Batterie ricaricate.
"
0x318e,"Ha avuto sonno.
","Ha avuto sonno.
"
0x319f,"Non ha fame.
","Non ha fame.
"
0x31ad,"EVA è crollata per intossicazione.
","EVA è crollata per intossicazione.
"
0x31d2,"Sembra che fosse avariato.
Sembra che EVA abbia il mal di stomaco.
","Sembra che fosse avariato.
Sembra che EVA abbia il mal di stomaco.
"
0x3216,"EVA sembra assonnata.
","EVA sembra assonnata.
"
0x322d,"EVA non sembra affamata.
","EVA non sembra affamata.
"
0x3247,"Pitone reticolato:
Non ancora mangiato. Sapore sconosciuto.
","Pitone reticolato:
Non ancora mangiato. Sapore sconosciuto.
"
0x3284,"Pitone reticolato:
Non ancora mangiato. Pare sia abbastanza saporito.
","Pitone reticolato:
Non ancora mangiato. Pare sia abbastanza saporito.
"
0x32cb,"Pitone reticolato:
Abbastanza saporito.
","Pitone reticolato:
Abbastanza saporito.
"
0x32f4,"Pitone reticolato catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Pitone reticolato catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x3340,"Pitone reticolato catturato vivo:
Non ancora mangiato. Pare sia abbastanza saporito.
","Pitone reticolato catturato vivo:
Non ancora mangiato. Pare sia abbastanza saporito.
"
0x3396,"Pitone reticolato catturato vivo:
Abbastanza saporito.
","Pitone reticolato catturato vivo:
Abbastanza saporito.
"
0x33ce,"Anaconda gigante:
Non ancora mangiato. Sapore sconosciuto.
","Anaconda gigante:
Non ancora mangiato. Sapore sconosciuto.
"
0x340a,"Anaconda gigante:
Non ancora mangiato. Pare sia saporito.
","Anaconda gigante:
Non ancora mangiato. Pare sia saporito.
"
0x3445,"Anaconda gigante:
Piuttosto saporito.
","Anaconda gigante:
Piuttosto saporito.
"
0x346c,"Anaconda gigante catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Anaconda gigante catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x34b7,"Anaconda gigante catturato vivo:
Non ancora mangiato. Pare sia piuttosto saporito.
","Anaconda gigante catturato vivo:
Non ancora mangiato. Pare sia piuttosto saporito.
"
0x350b,"Anaconda gigante catturato vivo:
Piuttosto saporito.
","Anaconda gigante catturato vivo:
Piuttosto saporito.
"
0x3541,"Gaviale indiano:
Non ancora mangiato. Sapore sconosciuto.
","Gaviale indiano:
Non ancora mangiato. Sapore sconosciuto.
"
0x357c,"Gaviale indiano:
Non ancora mangiato. Pare sia saporito.
","Gaviale indiano:
Non ancora mangiato. Pare sia saporito.
"
0x35b6,"Gaviale indiano:
Saporito.
","Gaviale indiano:
Saporito.
"
0x35d2,"Bengalino moscato:
Non ancora mangiato. Sapore sconosciuto.
","Bengalino moscato:
Non ancora mangiato. Sapore sconosciuto.
"
0x360f,"Bengalino moscato:
Chiesto il sapore, non ho avuto risposta.
","Bengalino moscato:
Chiesto il sapore, non ho avuto risposta.
"
0x364d,"Bengalino moscato:
Sapore cattivo.
","Bengalino moscato:
Sapore cattivo.
"
0x3671,"Bengalino moscato catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Bengalino moscato catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x36bd,"Bengalino moscato catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Bengalino moscato catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x3709,"Bengalino moscato catturato vivo:
Sapore cattivo.
","Bengalino moscato catturato vivo:
Sapore cattivo.
"
0x373c,"Gazza:
Non ancora mangiata. Sapore sconosciuto.
","Gazza:
Non ancora mangiata. Sapore sconosciuto.
"
0x376d,"Gazza:
Sapore sconosciuto, ma pare sia commestibile.
","Gazza:
Sapore sconosciuto, ma pare sia commestibile.
"
0x37a3,"Gazza:
Sapore cattivo.
","Gazza:
Sapore cattivo.
"
0x37bb,"Gazza catturata viva:
Non ancora mangiata. Sapore sconosciuto.
","Gazza catturata viva:
Non ancora mangiata. Sapore sconosciuto.
"
0x37fb,"Gazza catturata viva:
Sapore sconosciuto, ma pare sia commestibile.
","Gazza catturata viva:
Sapore sconosciuto, ma pare sia commestibile.
"
0x3840,"Gazza catturata viva:
Sapore cattivo.
","Gazza catturata viva:
Sapore cattivo.
"
0x3867,"Tordo zufolatore della Sonda:
Non ancora mangiato. Sapore sconosciuto.
","Tordo zufolatore della Sonda:
Non ancora mangiato. Sapore sconosciuto.
"
0x38af,"Tordo zufolatore della Sonda:
Sapore sconosciuto, ma pare sia commestibile.
","Tordo zufolatore della Sonda:
Sapore sconosciuto, ma pare sia commestibile.
"
0x38fc,"Tordo zufolatore della Sonda:
Non cattivo.
","Tordo zufolatore della Sonda:
Non cattivo.
"
0x3928,"Tordo zufolatore della Sonda catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Tordo zufolatore della Sonda catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x397f,"Tordo zufolatore della Sonda catturato vivo:
Sapore sconosciuto, ma pare sia commestibile.
","Tordo zufolatore della Sonda catturato vivo:
Sapore sconosciuto, ma pare sia commestibile.
"
0x39db,"Tordo zufolatore della Sonda catturato vivo:
Non cattivo.
","Tordo zufolatore della Sonda catturato vivo:
Non cattivo.
"
0x3a16,"Raganella:
Non ancora mangiata. Sapore sconosciuto.
","Raganella:
Non ancora mangiata. Sapore sconosciuto.
"
0x3a4b,"Raganella:
Sapore sconosciuto. Probabilmente commestibile.
","Raganella:
Sapore sconosciuto. Probabilmente commestibile.
"
0x3a87,"Raganella:
Sapore cattivo.
","Raganella:
Sapore cattivo.
"
0x3aa3,"Raganella catturata viva:
Non ancora mangiata. Sapore sconosciuto.
","Raganella catturata viva:
Non ancora mangiata. Sapore sconosciuto.
"
0x3ae7,"Raganella catturata viva:
Sapore sconosciuto. Probabilmente commestibile.
","Raganella catturata viva:
Sapore sconosciuto. Probabilmente commestibile.
"
0x3b32,"Raganella catturata viva:
Sapore cattivo.
","Raganella catturata viva:
Sapore cattivo.
"
0x3b5d,"Fungo ostricone russo:
Non ancora mangiato. Sapore sconosciuto.
","Fungo ostricone russo:
Non ancora mangiato. Sapore sconosciuto.
"
0x3b9e,"Fungo ostricone russo:
Sapore sconosciuto, ma pare sia commestibile.
","Fungo ostricone russo:
Sapore sconosciuto, ma pare sia commestibile.
"
0x3be4,"Fungo ostricone russo:
Sapore cattivo.
","Fungo ostricone russo:
Sapore cattivo.
"
0x3c0c,"Fungo dell'inchiostro siberiano:
Non ancora mangiato. Sapore sconosciuto.
","Fungo dell'inchiostro siberiano:
Non ancora mangiato. Sapore sconosciuto.
"
0x3c57,"Fungo dell'inchiostro siberiano:
Sapore sconosciuto, ma pare sia commestibile.
","Fungo dell'inchiostro siberiano:
Sapore sconosciuto, ma pare sia commestibile.
"
0x3ca7,"Fungo dell'inchiostro siberiano:
Sapore cattivo.
","Fungo dell'inchiostro siberiano:
Sapore cattivo.
"
0x3cd9,"Yabloko moloko:
Non ancora mangiato. Sapore sconosciuto.
","Yabloko moloko:
Non ancora mangiato. Sapore sconosciuto.
"
0x3d13,"Yabloko moloko:
Non ancora mangiato. Pare sia saporito.
","Yabloko moloko:
Non ancora mangiato. Pare sia saporito.
"
0x3d4c,"Yabloko moloko:
Sapore cattivo.
","Yabloko moloko:
Sapore cattivo.
"
0x3d6d,"Falso mango russo:
Non ancora mangiato. Sapore sconosciuto.
","Falso mango russo:
Non ancora mangiato. Sapore sconosciuto.
"
0x3daa,"Falso mango russo:
Non ancora mangiato. Pare sia saporito.
","Falso mango russo:
Non ancora mangiato. Pare sia saporito.
"
0x3de6,"Falso mango russo:
Abbastanza saporito.
","Falso mango russo:
Abbastanza saporito.
"
0x3e0f,"Golova:
Non ancora mangiata. Sapore sconosciuto.
","Golova:
Non ancora mangiata. Sapore sconosciuto.
"
0x3e41,"Golova:
Non ancora mangiata. Pare sia abbastanza saporita.
","Golova:
Non ancora mangiata. Pare sia abbastanza saporita.
"
0x3e7d,"Golova:
Abbastanza saporita.
","Golova:
Abbastanza saporita.
"
0x3e9b,"Melone rampicante:
Non ancora mangiato. Sapore sconosciuto.
","Melone rampicante:
Non ancora mangiato. Sapore sconosciuto.
"
0x3ed8,"Melone rampicante:
Non ancora mangiato. Pare sia abbastanza saporito.
","Melone rampicante:
Non ancora mangiato. Pare sia abbastanza saporito.
"
0x3f1f,"Melone rampicante:
Abbastanza saporito.
","Melone rampicante:
Abbastanza saporito.
"
0x3f48,"Nido di calabroni del Baltico:
Non ancora mangiato. Sapore sconosciuto.
","Nido di calabroni del Baltico:
Non ancora mangiato. Sapore sconosciuto.
"
0x3f91,"Nido di calabroni del Baltico:
Non ancora mangiato. Pare sia squisito!
","Nido di calabroni del Baltico:
Non ancora mangiato. Pare sia squisito!
"
0x3fd9,"Nido di calabroni del Baltico:
Squisito.
","Nido di calabroni del Baltico:
Squisito.
"
0x4003,"Ratto:
Non ancora mangiato. Sapore sconosciuto.
","Ratto:
Non ancora mangiato. Sapore sconosciuto.
"
0x4034,"Ratto:
Sapore sconosciuto, ma pare sia commestibile.
","Ratto:
Sapore sconosciuto, ma pare sia commestibile.
"
0x406a,"Ratto:
Non cattivo.
","Ratto:
Non cattivo.
"
0x407f,"Ratto catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Ratto catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x40bf,"Ratto catturato vivo:
Sapore sconosciuto, ma pare sia commestibile.
","Ratto catturato vivo:
Sapore sconosciuto, ma pare sia commestibile.
"
0x4104,"Ratto catturato vivo:
Ottimo.
","Ratto catturato vivo:
Ottimo.
"
0x4123,"Cobra reale:
Non ancora mangiato. Sapore sconosciuto.
","Cobra reale:
Non ancora mangiato. Sapore sconosciuto.
"
0x415a,"Cobra reale:
Non ancora mangiato. Pare non sia cattivo.
","Cobra reale:
Non ancora mangiato. Pare non sia cattivo.
"
0x4193,"Cobra reale:
Non cattivo.
","Cobra reale:
Non cattivo.
"
0x41ae,"Cobra reale catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Cobra reale catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x41f4,"Cobra reale catturato vivo:
Non ancora mangiato. Pare non sia cattivo.
","Cobra reale catturato vivo:
Non ancora mangiato. Pare non sia cattivo.
"
0x423c,"Cobra reale catturato vivo:
Non cattivo.
","Cobra reale catturato vivo:
Non cattivo.
"
0x4266,"Cobra di Taiwan:
Non ancora mangiato. Sapore sconosciuto.
","Cobra di Taiwan:
Non ancora mangiato. Sapore sconosciuto.
"
0x42a1,"Cobra di Taiwan: Non ancora mangiato.
Mi hanno detto che il sapore è sconosciuto.
","Cobra di Taiwan: Non ancora mangiato.
Mi hanno detto che il sapore è sconosciuto.
"
0x42f5,"Cobra di Taiwan:
Ottimo.
","Cobra di Taiwan:
Ottimo.
"
0x430f,"Cobra di Taiwan catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Cobra di Taiwan catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4359,"Cobra di Taiwan catturato vivo: Non mangiato
Mi hanno detto che il sapore è sconosciuto.
","Cobra di Taiwan catturato vivo: Non mangiato
Mi hanno detto che il sapore è sconosciuto.
"
0x43b4,"Cobra di Taiwan catturato vivo:
Ottimo.
","Cobra di Taiwan catturato vivo:
Ottimo.
"
0x43dd,"Cobra thai:
Non ancora mangiato. Sapore sconosciuto.
","Cobra thai:
Non ancora mangiato. Sapore sconosciuto.
"
0x4413,"Cobra thai:
Non ancora mangiato. Mi hanno detto di assaggiarlo.
","Cobra thai:
Non ancora mangiato. Mi hanno detto di assaggiarlo.
"
0x4454,"Cobra thai:
Ottimo.
","Cobra thai:
Ottimo.
"
0x4469,"Cobra thai catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Cobra thai catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x44ae,"Cobra thai catturato vivo:
Non ancora mangiato. Mi hanno detto di assaggiarlo.
","Cobra thai catturato vivo:
Non ancora mangiato. Mi hanno detto di assaggiarlo.
"
0x44fe,"Cobra thai catturato vivo:
Ottimo.
","Cobra thai catturato vivo:
Ottimo.
"
0x4522,"Serpente corallo:
Non ancora mangiato. Sapore sconosciuto.
","Serpente corallo:
Non ancora mangiato. Sapore sconosciuto.
"
0x455e,"Serpente corallo:
Non ancora mangiato. Pare non sia cattivo.
","Serpente corallo:
Non ancora mangiato. Pare non sia cattivo.
"
0x459c,"Serpente corallo:
Non cattivo.
","Serpente corallo:
Non cattivo.
"
0x45bc,"Serpente corallo catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Serpente corallo catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4607,"Serpente corallo catturato vivo:
Non ancora mangiato. Pare non sia cattivo.
","Serpente corallo catturato vivo:
Non ancora mangiato. Pare non sia cattivo.
"
0x4654,"Serpente corallo catturato vivo:
Non cattivo.
","Serpente corallo catturato vivo:
Non cattivo.
"
0x4683,"Serpente del latte:
Non ancora mangiato. Sapore sconosciuto.
","Serpente del latte:
Non ancora mangiato. Sapore sconosciuto.
"
0x46c1,"Serpente del latte:
Non ancora mangiato. Pare non sia granché.
","Serpente del latte:
Non ancora mangiato. Pare non sia granché.
"
0x4702,"Serpente del latte:
Sapore cattivo.
","Serpente del latte:
Sapore cattivo.
"
0x4727,"Serpente del latte catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Serpente del latte catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4774,"Serpente del latte catturato vivo:
Non ancora mangiato. Pare non sia granché.
","Serpente del latte catturato vivo:
Non ancora mangiato. Pare non sia granché.
"
0x47c4,"Serpente del latte catturato vivo:
Sapore cattivo.
","Serpente del latte catturato vivo:
Sapore cattivo.
"
0x47f8,"Pitone verde arboricolo:
Non ancora mangiato. Sapore sconosciuto.
","Pitone verde arboricolo:
Non ancora mangiato. Sapore sconosciuto.
"
0x483b,"Pitone verde arboricolo:
Chiesto il sapore, non ho avuto risposta.
","Pitone verde arboricolo:
Chiesto il sapore, non ho avuto risposta.
"
0x487f,"Pitone verde arboricolo:
Abbastanza saporito.
","Pitone verde arboricolo:
Abbastanza saporito.
"
0x48ae,"Pitone verde arboricolo catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Pitone verde arboricolo catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4900,"Pitone verde arboricolo catturato vivo:
Chiesto il sapore, non ho avuto risposta.
","Pitone verde arboricolo catturato vivo:
Chiesto il sapore, non ho avuto risposta.
"
0x4953,"Pitone verde arboricolo catturato vivo:
Abbastanza saporito.
","Pitone verde arboricolo catturato vivo:
Abbastanza saporito.
"
0x4991,"Rana subaspera:
Non ancora mangiata. Sapore sconosciuto.
","Rana subaspera:
Non ancora mangiata. Sapore sconosciuto.
"
0x49cb,"Rana subaspera:
Non ancora mangiata. Pare sia abbastanza saporita.
","Rana subaspera:
Non ancora mangiata. Pare sia abbastanza saporita.
"
0x4a0f,"Rana subaspera:
Abbastanza saporita.
","Rana subaspera:
Abbastanza saporita.
"
0x4a35,"Rana subaspera catturata viva:
Non ancora mangiata. Sapore sconosciuto.
","Rana subaspera catturata viva:
Non ancora mangiata. Sapore sconosciuto.
"
0x4a7e,"Rana subaspera catturata viva:
Non ancora mangiata. Pare sia abbastanza saporita.
","Rana subaspera catturata viva:
Non ancora mangiata. Pare sia abbastanza saporita.
"
0x4ad1,"Rana subaspera catturata viva:
Abbastanza saporita.
","Rana subaspera catturata viva:
Abbastanza saporita.
"
0x4b06,"Rana freccia:
Non ancora mangiata. Sapore sconosciuto.
","Rana freccia:
Non ancora mangiata. Sapore sconosciuto.
"
0x4b3e,"Rana freccia:
Non ancora mangiata. Pare sia velenosa.
","Rana freccia:
Non ancora mangiata. Pare sia velenosa.
"
0x4b75,"Rana freccia:
Ha provocato intossicazione.
","Rana freccia:
Ha provocato intossicazione.
"
0x4ba1,"Rana freccia catturata viva:
Non ancora mangiata. Sapore sconosciuto.
","Rana freccia catturata viva:
Non ancora mangiata. Sapore sconosciuto.
"
0x4be8,"Rana freccia catturata viva:
Non ancora mangiata. Pare sia velenosa.
","Rana freccia catturata viva:
Non ancora mangiata. Pare sia velenosa.
"
0x4c2e,"Rana freccia catturata viva:
Ha provocato intossicazione.
","Rana freccia catturata viva:
Ha provocato intossicazione.
"
0x4c69,"Coniglio europeo:
Non ancora mangiato. Sapore sconosciuto.
","Coniglio europeo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4ca5,"Coniglio europeo:
Non ancora mangiato. Si sa che è commestibile.
","Coniglio europeo:
Non ancora mangiato. Si sa che è commestibile.
"
0x4ce8,"Coniglio europeo:
Abbastanza buono.
","Coniglio europeo:
Abbastanza buono.
"
0x4d0d,"Coniglio europeo catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Coniglio europeo catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4d58,"Coniglio europeo catturato vivo:
Non ancora mangiato. Si sa che è commestibile.
","Coniglio europeo catturato vivo:
Non ancora mangiato. Si sa che è commestibile.
"
0x4daa,"Coniglio europeo catturato vivo:
Abbastanza buono.
","Coniglio europeo catturato vivo:
Abbastanza buono.
"
0x4dde,"Scoiattolo volante giapponese:
Non ancora mangiato. Sapore sconosciuto.
","Scoiattolo volante giapponese:
Non ancora mangiato. Sapore sconosciuto.
"
0x4e27,"Scoiattolo volante gpn: Non ancora mangiato.
Non mi hanno detto che sapore ha.
","Scoiattolo volante gpn: Non ancora mangiato.
Non mi hanno detto che sapore ha.
"
0x4e77,"Scoiattolo volante giapponese:
Sapore cattivo.
","Scoiattolo volante giapponese:
Sapore cattivo.
"
0x4ea7,"Scoiattolo volante giapponese catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Scoiattolo volante giapponese catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x4eff,"Scoiattolo volante giapponese catturato vivo: Non
ancora mangiato. Non mi hanno detto che sapore ha.
","Scoiattolo volante giapponese catturato vivo: Non
ancora mangiato. Non mi hanno detto che sapore ha.
"
0x4f65,"Scoiattolo volante giapponese catturato vivo:
Sapore cattivo.
","Scoiattolo volante giapponese catturato vivo:
Sapore cattivo.
"
0x4fa4,"Markhor:
Non ancora mangiato. Sapore sconosciuto.
","Markhor:
Non ancora mangiato. Sapore sconosciuto.
"
0x4fd7,"Markhor:
Non ancora mangiato. Dovrebbe essere squisito.
","Markhor:
Non ancora mangiato. Dovrebbe essere squisito.
"
0x5010,"Markhor:
Squisito.
","Markhor:
Squisito.
"
0x5024,"Pipistrello vampiro:
Non ancora mangiato. Sapore sconosciuto.
","Pipistrello vampiro:
Non ancora mangiato. Sapore sconosciuto.
"
0x5063,"Pipistrello vampiro: Non ancora mangiato.
Pare sia commestibile, all'occorrenza.
","Pipistrello vampiro: Non ancora mangiato.
Pare sia commestibile, all'occorrenza.
"
0x50b5,"Pipistrello vampiro:
Sapore cattivo.
","Pipistrello vampiro:
Sapore cattivo.
"
0x50db,"Pipistrello vampiro catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Pipistrello vampiro catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x5129,"Pipistrello vampiro catturato vivo: Non ancora
mangiato. Pare sia commestibile, all'occorrenza.
","Pipistrello vampiro catturato vivo: Non ancora
mangiato. Pare sia commestibile, all'occorrenza.
"
0x518a,"Pipistrello vampiro catturato vivo:
Sapore cattivo.
","Pipistrello vampiro catturato vivo:
Sapore cattivo.
"
0x51bf,"Tarantola blu cobalto catturata viva:
Non ancora mangiata. Sapore sconosciuto.
","Tarantola blu cobalto catturata viva:
Non ancora mangiata. Sapore sconosciuto.
"
0x520f,"Tarantola blu cobalto catturata viva:
Non ancora mangiata. Pare non sia granché.
","Tarantola blu cobalto catturata viva:
Non ancora mangiata. Pare non sia granché.
"
0x5262,"Tarantola blu cobalto catturata viva:
Sapore cattivo.
","Tarantola blu cobalto catturata viva:
Sapore cattivo.
"
0x5299,"Tarantola blu cobalto:
Non ancora mangiata. Sapore sconosciuto.
","Tarantola blu cobalto:
Non ancora mangiata. Sapore sconosciuto.
"
0x52da,"Tarantola blu cobalto:
Non ancora mangiata. Pare non sia granché.
","Tarantola blu cobalto:
Non ancora mangiata. Pare non sia granché.
"
0x531e,"Tarantola blu cobalto:
Sapore cattivo.
","Tarantola blu cobalto:
Sapore cattivo.
"
0x5346,"Scorpione imperatore catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
","Scorpione imperatore catturato vivo:
Non ancora mangiato. Sapore sconosciuto.
"
0x5395,"Scorpione imperatore catturato vivo:
Non ancora mangiato. Pare sia cattivo.
","Scorpione imperatore catturato vivo:
Non ancora mangiato. Pare sia cattivo.
"
